refresh_id,account_id,refresh_date,refresh_quarter,trigger_event_code,updated_fico_score,score_change_vs_prior,updated_utilization_pct,new_derogatory_flag,new_inquiry_count,collections_flag,bankruptcy_flag
BUR00002575,ACC0000344,2022-07-01,2022-Q3,behavioral_trigger,826,1,0.7781,0,3,0,0
BUR00002576,ACC0000344,2022-10-01,2022-Q4,quarterly_refresh,826,0,0.7693,0,0,0,0
BUR00002577,ACC0000344,2023-01-01,2023-Q1,annual_review,828,2,0.7075,0,2,0,0
BUR00002578,ACC0000344,2023-04-01,2023-Q2,annual_review,830,2,0.7943,0,1,0,0
BUR00002579,ACC0000344,2023-07-01,2023-Q3,cli_review,832,2,0.3784,0,2,0,0
BUR00002580,ACC0000344,2023-10-01,2023-Q4,collections_trigger,835,3,0.4706,0,3,0,0
BUR00002581,ACC0000344,2024-01-01,2024-Q1,cli_review,836,1,0.9092,0,2,0,0
BUR00002582,ACC0000344,2024-04-01,2024-Q2,annual_review,839,3,0.2391,0,3,0,0
BUR00002583,ACC0000344,2024-07-01,2024-Q3,annual_review,842,3,0.291,0,2,0,0
BUR00002584,ACC0000344,2024-10-01,2024-Q4,behavioral_trigger,844,2,0.2583,0,2,0,0
BUR00002585,ACC0000345,2023-07-01,2023-Q3,cli_review,624,0,0.4865,0,0,0,0
BUR00002586,ACC0000345,2023-10-01,2023-Q4,annual_review,624,0,0.6523,0,2,0,0
BUR00002587,ACC0000345,2024-01-01,2024-Q1,cli_review,624,0,0.1422,0,1,0,0
BUR00002588,ACC0000345,2024-04-01,2024-Q2,behavioral_trigger,624,0,0.3277,0,3,0,0
BUR00002589,ACC0000345,2024-07-01,2024-Q3,behavioral_trigger,624,0,0.6902,0,0,0,0
BUR00002590,ACC0000345,2024-10-01,2024-Q4,behavioral_trigger,624,0,0.3623,0,0,0,0
BUR00002591,ACC0000346,2021-04-01,2021-Q2,behavioral_trigger,748,0,0.4498,0,2,0,0
BUR00002592,ACC0000346,2021-07-01,2021-Q3,behavioral_trigger,748,0,0.2764,0,3,0,0
BUR00002593,ACC0000346,2021-10-01,2021-Q4,behavioral_trigger,748,0,0.6175,0,2,0,0
BUR00002594,ACC0000346,2022-01-01,2022-Q1,behavioral_trigger,748,0,0.6282,0,1,0,0
BUR00002595,ACC0000346,2022-04-01,2022-Q2,collections_trigger,748,0,0.3191,0,1,0,0
BUR00002596,ACC0000346,2022-07-01,2022-Q3,quarterly_refresh,748,0,0.5521,0,3,0,0
BUR00002597,ACC0000346,2022-10-01,2022-Q4,quarterly_refresh,748,0,0.4189,0,3,0,0
BUR00002598,ACC0000346,2023-01-01,2023-Q1,collections_trigger,748,0,0.6155,0,0,0,0
BUR00002599,ACC0000346,2023-04-01,2023-Q2,cli_review,748,0,0.8427,0,1,0,0
BUR00002600,ACC0000346,2023-07-01,2023-Q3,cli_review,748,0,0.275,0,2,0,0
BUR00002601,ACC0000346,2023-10-01,2023-Q4,behavioral_trigger,748,0,0.4696,0,1,0,0
BUR00002602,ACC0000346,2024-01-01,2024-Q1,cli_review,748,0,0.6694,0,3,0,0
BUR00002603,ACC0000346,2024-04-01,2024-Q2,collections_trigger,748,0,0.6785,0,2,0,0
BUR00002604,ACC0000346,2024-07-01,2024-Q3,collections_trigger,748,0,0.673,0,3,0,0
BUR00002605,ACC0000346,2024-10-01,2024-Q4,behavioral_trigger,748,0,0.1822,0,1,0,0
BUR00002606,ACC0000347,2022-10-01,2022-Q4,behavioral_trigger,846,2,0.3098,0,3,0,0
BUR00002607,ACC0000347,2023-01-01,2023-Q1,behavioral_trigger,848,2,0.1515,0,0,0,0
BUR00002608,ACC0000347,2023-04-01,2023-Q2,cli_review,850,2,0.3914,0,1,0,0
BUR00002609,ACC0000347,2023-07-01,2023-Q3,annual_review,850,0,0.5416,0,2,0,0
BUR00002610,ACC0000347,2023-10-01,2023-Q4,quarterly_refresh,850,0,0.2871,0,0,0,0
BUR00002611,ACC0000347,2024-01-01,2024-Q1,annual_review,850,0,0.6666,0,3,0,0
BUR00002612,ACC0000347,2024-04-01,2024-Q2,behavioral_trigger,850,4,0.0653,0,3,0,0
BUR00002613,ACC0000347,2024-07-01,2024-Q3,collections_trigger,850,3,0.7428,0,3,0,0
BUR00002614,ACC0000347,2024-10-01,2024-Q4,cli_review,850,3,0.5914,0,1,0,0
BUR00002615,ACC0000348,2021-07-01,2021-Q3,behavioral_trigger,632,0,0.3515,0,3,0,0
BUR00002616,ACC0000348,2021-10-01,2021-Q4,cli_review,632,0,0.9112,0,2,0,0
BUR00002617,ACC0000349,2021-07-01,2021-Q3,quarterly_refresh,626,0,0.4149,0,3,0,0
BUR00002618,ACC0000349,2021-10-01,2021-Q4,annual_review,626,0,0.3635,0,0,0,0
BUR00002619,ACC0000349,2022-01-01,2022-Q1,behavioral_trigger,626,0,0.5996,0,0,0,0
BUR00002620,ACC0000349,2022-04-01,2022-Q2,annual_review,626,0,0.417,0,2,0,0
BUR00002621,ACC0000349,2022-07-01,2022-Q3,behavioral_trigger,626,0,0.7991,0,2,0,0
BUR00002622,ACC0000349,2022-10-01,2022-Q4,quarterly_refresh,626,0,0.1661,0,0,0,0
BUR00002623,ACC0000349,2023-01-01,2023-Q1,quarterly_refresh,626,0,0.2426,0,2,0,0
BUR00002624,ACC0000349,2023-04-01,2023-Q2,collections_trigger,626,0,0.6286,0,3,0,0
BUR00002625,ACC0000349,2023-07-01,2023-Q3,quarterly_refresh,626,0,0.6362,0,3,0,0
BUR00002626,ACC0000349,2023-10-01,2023-Q4,cli_review,626,0,0.3838,0,3,0,0
BUR00002627,ACC0000349,2024-01-01,2024-Q1,annual_review,626,0,0.2887,0,2,0,0
BUR00002628,ACC0000349,2024-04-01,2024-Q2,annual_review,626,0,0.3586,0,2,0,0
BUR00002629,ACC0000349,2024-07-01,2024-Q3,cli_review,626,0,0.4457,0,0,0,0
BUR00002630,ACC0000349,2024-10-01,2024-Q4,quarterly_refresh,626,0,0.3482,0,0,0,0
BUR00002631,ACC0000350,2023-10-01,2023-Q4,behavioral_trigger,772,3,0.1305,0,1,0,0
BUR00002632,ACC0000350,2024-01-01,2024-Q1,quarterly_refresh,772,0,0.0862,0,3,0,0
BUR00002633,ACC0000350,2024-04-01,2024-Q2,annual_review,774,2,0.1241,0,3,0,0
BUR00002634,ACC0000350,2024-07-01,2024-Q3,cli_review,776,2,0.5418,0,3,0,0
BUR00002635,ACC0000350,2024-10-01,2024-Q4,behavioral_trigger,777,1,0.259,0,0,0,0
BUR00002636,ACC0000351,2021-04-01,2021-Q2,collections_trigger,632,0,0.2965,0,2,0,0
BUR00002637,ACC0000351,2021-07-01,2021-Q3,cli_review,632,0,0.1488,0,3,0,0
BUR00002638,ACC0000351,2021-10-01,2021-Q4,quarterly_refresh,632,0,0.2175,0,2,0,0
BUR00002639,ACC0000351,2022-01-01,2022-Q1,collections_trigger,632,0,0.4861,0,2,0,0
BUR00002640,ACC0000351,2022-04-01,2022-Q2,cli_review,632,0,0.3465,0,3,0,0
BUR00002641,ACC0000351,2022-07-01,2022-Q3,behavioral_trigger,632,0,0.446,0,0,0,0
BUR00002642,ACC0000351,2022-10-01,2022-Q4,quarterly_refresh,632,0,0.2081,0,0,0,0
BUR00002643,ACC0000351,2023-01-01,2023-Q1,quarterly_refresh,632,0,0.2408,0,2,0,0
BUR00002644,ACC0000351,2023-04-01,2023-Q2,behavioral_trigger,632,0,0.7508,0,2,0,0
BUR00002645,ACC0000351,2023-07-01,2023-Q3,annual_review,632,0,0.4553,0,2,0,0
BUR00002646,ACC0000351,2023-10-01,2023-Q4,behavioral_trigger,632,0,0.6471,0,0,0,0
BUR00002647,ACC0000351,2024-01-01,2024-Q1,annual_review,632,0,0.6055,0,3,0,0
BUR00002648,ACC0000351,2024-04-01,2024-Q2,quarterly_refresh,632,0,0.4716,0,3,0,0
BUR00002649,ACC0000351,2024-07-01,2024-Q3,collections_trigger,632,0,0.1734,0,3,0,0
BUR00002650,ACC0000351,2024-10-01,2024-Q4,cli_review,632,0,0.5947,0,0,0,0
BUR00002651,ACC0000352,2024-04-01,2024-Q2,annual_review,792,3,0.661,0,3,0,0
BUR00002652,ACC0000352,2024-07-01,2024-Q3,behavioral_trigger,796,4,0.8165,0,0,0,0
BUR00002653,ACC0000352,2024-10-01,2024-Q4,collections_trigger,799,3,1.0291,0,1,0,0
BUR00002654,ACC0000353,2023-01-01,2023-Q1,annual_review,706,0,0.227,0,2,0,0
BUR00002655,ACC0000353,2023-04-01,2023-Q2,cli_review,706,0,0.1752,0,3,0,0
BUR00002656,ACC0000353,2023-07-01,2023-Q3,annual_review,706,0,0.2122,0,2,0,0
BUR00002657,ACC0000353,2023-10-01,2023-Q4,quarterly_refresh,706,0,0.548,0,2,0,0
BUR00002658,ACC0000353,2024-01-01,2024-Q1,cli_review,706,0,0.2533,0,3,0,0
BUR00002659,ACC0000353,2024-04-01,2024-Q2,cli_review,706,0,0.7025,0,2,0,0
BUR00002660,ACC0000353,2024-07-01,2024-Q3,annual_review,706,0,0.7564,0,2,0,0
BUR00002661,ACC0000353,2024-10-01,2024-Q4,quarterly_refresh,706,0,0.1861,0,3,0,0
BUR00002662,ACC0000354,2022-07-01,2022-Q3,cli_review,719,0,0.624,0,1,0,0
BUR00002663,ACC0000354,2022-10-01,2022-Q4,cli_review,719,0,0.7334,0,1,0,0
BUR00002664,ACC0000354,2023-01-01,2023-Q1,cli_review,719,0,0.848,0,3,0,0
BUR00002665,ACC0000354,2023-04-01,2023-Q2,collections_trigger,719,0,0.2632,0,1,0,0
BUR00002666,ACC0000354,2023-07-01,2023-Q3,quarterly_refresh,719,0,0.6936,0,1,0,0
BUR00002667,ACC0000354,2023-10-01,2023-Q4,behavioral_trigger,719,0,0.1706,0,0,0,0
BUR00002668,ACC0000354,2024-01-01,2024-Q1,quarterly_refresh,719,0,0.7192,0,3,0,0
BUR00002669,ACC0000354,2024-04-01,2024-Q2,cli_review,719,0,0.7922,0,1,0,0
BUR00002670,ACC0000354,2024-07-01,2024-Q3,quarterly_refresh,719,0,0.2113,0,3,0,0
BUR00002671,ACC0000354,2024-10-01,2024-Q4,annual_review,719,0,0.4293,0,0,0,0
BUR00002672,ACC0000355,2022-01-01,2022-Q1,cli_review,822,3,0.824,0,0,0,0
BUR00002673,ACC0000355,2022-04-01,2022-Q2,quarterly_refresh,825,3,0.1686,0,2,0,0
BUR00002674,ACC0000355,2022-07-01,2022-Q3,quarterly_refresh,828,3,0.3299,0,1,0,0
BUR00002675,ACC0000355,2022-10-01,2022-Q4,collections_trigger,830,2,0.9846,0,2,0,0
BUR00002676,ACC0000355,2023-01-01,2023-Q1,cli_review,830,0,0.1526,0,3,0,0
BUR00002677,ACC0000355,2023-04-01,2023-Q2,cli_review,832,2,0.863,0,3,0,0
BUR00002678,ACC0000355,2023-07-01,2023-Q3,annual_review,832,0,0.1298,0,2,0,0
BUR00002679,ACC0000355,2023-10-01,2023-Q4,cli_review,834,2,0.6462,0,1,0,0
BUR00002680,ACC0000355,2024-01-01,2024-Q1,quarterly_refresh,834,0,0.8073,0,0,0,0
BUR00002681,ACC0000355,2024-04-01,2024-Q2,collections_trigger,838,4,0.5436,0,1,0,0
BUR00002682,ACC0000355,2024-07-01,2024-Q3,quarterly_refresh,838,0,0.5376,0,1,0,0
BUR00002683,ACC0000355,2024-10-01,2024-Q4,collections_trigger,839,1,0.4721,0,1,0,0
BUR00002684,ACC0000356,2023-04-01,2023-Q2,annual_review,631,0,0.0963,0,3,0,0
BUR00002685,ACC0000356,2023-07-01,2023-Q3,collections_trigger,631,0,0.0501,0,1,0,0
BUR00002686,ACC0000356,2023-10-01,2023-Q4,behavioral_trigger,631,0,0.0886,0,0,0,0
BUR00002687,ACC0000356,2024-01-01,2024-Q1,collections_trigger,631,0,0.2714,0,2,0,0
BUR00002688,ACC0000356,2024-04-01,2024-Q2,cli_review,631,0,0.7128,0,1,0,0
BUR00002689,ACC0000356,2024-07-01,2024-Q3,annual_review,631,0,0.0758,0,3,0,0
BUR00002690,ACC0000356,2024-10-01,2024-Q4,collections_trigger,631,0,0.84,0,1,0,0
BUR00002691,ACC0000357,2024-04-01,2024-Q2,annual_review,646,0,0.5399,0,1,0,0
BUR00002692,ACC0000357,2024-07-01,2024-Q3,cli_review,646,0,0.461,0,3,0,0
BUR00002693,ACC0000357,2024-10-01,2024-Q4,behavioral_trigger,646,0,0.1327,0,1,0,0
BUR00002694,ACC0000358,2022-07-01,2022-Q3,quarterly_refresh,730,0,0.5902,0,0,0,0
BUR00002695,ACC0000358,2022-10-01,2022-Q4,annual_review,730,0,0.6668,0,0,0,0
BUR00002696,ACC0000358,2023-01-01,2023-Q1,quarterly_refresh,730,0,0.3983,0,1,0,0
BUR00002697,ACC0000358,2023-04-01,2023-Q2,behavioral_trigger,730,0,0.3677,0,0,0,0
BUR00002698,ACC0000358,2023-07-01,2023-Q3,quarterly_refresh,730,0,0.1115,0,0,0,0
BUR00002699,ACC0000358,2023-10-01,2023-Q4,cli_review,730,0,0.7591,0,3,0,0
BUR00002700,ACC0000358,2024-01-01,2024-Q1,behavioral_trigger,730,0,0.2946,0,0,0,0
BUR00002701,ACC0000358,2024-04-01,2024-Q2,annual_review,730,0,0.5415,0,0,0,0
BUR00002702,ACC0000358,2024-07-01,2024-Q3,behavioral_trigger,730,0,0.7525,0,1,0,0
BUR00002703,ACC0000358,2024-10-01,2024-Q4,quarterly_refresh,730,0,0.0662,0,2,0,0
BUR00002704,ACC0000359,2022-07-01,2022-Q3,quarterly_refresh,850,4,0.1974,0,2,0,0
BUR00002705,ACC0000359,2022-10-01,2022-Q4,collections_trigger,850,1,0.5989,0,3,0,0
BUR00002706,ACC0000359,2023-01-01,2023-Q1,annual_review,850,4,0.4824,0,2,0,0
BUR00002707,ACC0000359,2023-04-01,2023-Q2,quarterly_refresh,850,1,0.4697,0,0,0,0
BUR00002708,ACC0000359,2023-07-01,2023-Q3,behavioral_trigger,850,0,0.915,0,2,0,0
BUR00002709,ACC0000359,2023-10-01,2023-Q4,quarterly_refresh,850,4,0.7493,0,0,0,0
BUR00002710,ACC0000359,2024-01-01,2024-Q1,behavioral_trigger,850,2,0.6864,0,1,0,0
BUR00002711,ACC0000359,2024-04-01,2024-Q2,cli_review,850,2,0.1126,0,1,0,0
BUR00002712,ACC0000359,2024-07-01,2024-Q3,quarterly_refresh,850,1,0.73,0,2,0,0
BUR00002713,ACC0000359,2024-10-01,2024-Q4,behavioral_trigger,850,4,0.4262,0,1,0,0
BUR00002714,ACC0000360,2022-04-01,2022-Q2,collections_trigger,806,4,0.7974,0,0,0,0
BUR00002715,ACC0000360,2022-07-01,2022-Q3,behavioral_trigger,810,4,1.0247,0,1,0,0
BUR00002716,ACC0000360,2022-10-01,2022-Q4,annual_review,810,0,0.4851,0,0,0,0
BUR00002717,ACC0000360,2023-01-01,2023-Q1,collections_trigger,813,3,0.8621,0,3,0,0
BUR00002718,ACC0000360,2023-04-01,2023-Q2,annual_review,813,0,0.6504,0,3,0,0
BUR00002719,ACC0000360,2023-07-01,2023-Q3,annual_review,817,4,0.2795,0,0,0,0
BUR00002720,ACC0000360,2023-10-01,2023-Q4,collections_trigger,818,1,0.4435,0,2,0,0
BUR00002721,ACC0000360,2024-01-01,2024-Q1,collections_trigger,819,1,0.6066,0,1,0,0
BUR00002722,ACC0000360,2024-04-01,2024-Q2,annual_review,819,0,0.8192,0,2,0,0
BUR00002723,ACC0000360,2024-07-01,2024-Q3,annual_review,819,0,0.8525,0,3,0,0
BUR00002724,ACC0000360,2024-10-01,2024-Q4,quarterly_refresh,819,0,0.8268,0,0,0,0
BUR00002725,ACC0000361,2022-04-01,2022-Q2,collections_trigger,809,1,0.7593,0,3,0,0
BUR00002726,ACC0000361,2022-07-01,2022-Q3,collections_trigger,809,0,0.6331,0,0,0,0
BUR00002727,ACC0000361,2022-10-01,2022-Q4,annual_review,810,1,0.0667,0,2,0,0
BUR00002728,ACC0000361,2023-01-01,2023-Q1,behavioral_trigger,813,3,0.2019,0,0,0,0
BUR00002729,ACC0000361,2023-04-01,2023-Q2,quarterly_refresh,817,4,0.6402,0,0,0,0
BUR00002730,ACC0000361,2023-07-01,2023-Q3,behavioral_trigger,817,0,1.0665,0,2,0,0
BUR00002731,ACC0000361,2023-10-01,2023-Q4,annual_review,817,0,0.9486,0,2,0,0
BUR00002732,ACC0000361,2024-01-01,2024-Q1,annual_review,818,1,0.6661,0,3,0,0
BUR00002733,ACC0000361,2024-04-01,2024-Q2,annual_review,822,4,0.1158,0,3,0,0
BUR00002734,ACC0000361,2024-07-01,2024-Q3,behavioral_trigger,825,3,0.2204,0,3,0,0
BUR00002735,ACC0000361,2024-10-01,2024-Q4,quarterly_refresh,828,3,0.2332,0,3,0,0
BUR00002736,ACC0000362,2022-01-01,2022-Q1,collections_trigger,693,0,0.2277,0,0,0,0
BUR00002737,ACC0000362,2022-04-01,2022-Q2,behavioral_trigger,693,0,0.7273,0,3,0,0
BUR00002738,ACC0000362,2022-07-01,2022-Q3,behavioral_trigger,693,0,1.0933,0,3,0,0
BUR00002739,ACC0000362,2022-10-01,2022-Q4,annual_review,693,0,0.8548,0,0,0,0
BUR00002740,ACC0000362,2023-01-01,2023-Q1,annual_review,693,0,0.9911,0,3,0,0
BUR00002741,ACC0000362,2023-04-01,2023-Q2,quarterly_refresh,693,0,0.6239,0,1,0,0
BUR00002742,ACC0000362,2023-07-01,2023-Q3,annual_review,693,0,0.7649,0,0,0,0
BUR00002743,ACC0000362,2023-10-01,2023-Q4,cli_review,693,0,0.2129,0,1,0,0
BUR00002744,ACC0000362,2024-01-01,2024-Q1,collections_trigger,693,0,0.5003,0,3,0,0
BUR00002745,ACC0000362,2024-04-01,2024-Q2,collections_trigger,693,0,0.3456,0,1,0,0
BUR00002746,ACC0000362,2024-07-01,2024-Q3,collections_trigger,693,0,0.1806,0,3,0,0
BUR00002747,ACC0000362,2024-10-01,2024-Q4,collections_trigger,693,0,1.0983,0,3,0,0
BUR00002748,ACC0000363,2023-01-01,2023-Q1,annual_review,651,0,0.6242,0,3,0,0
BUR00002749,ACC0000363,2023-04-01,2023-Q2,collections_trigger,651,0,0.7208,0,2,0,0
BUR00002750,ACC0000363,2023-07-01,2023-Q3,annual_review,651,0,0.4637,0,0,0,0
BUR00002751,ACC0000363,2023-10-01,2023-Q4,cli_review,651,0,0.8821,0,1,0,0
BUR00002752,ACC0000363,2024-01-01,2024-Q1,behavioral_trigger,651,0,0.3267,0,0,0,0
BUR00002753,ACC0000363,2024-04-01,2024-Q2,behavioral_trigger,651,0,0.3858,0,3,0,0
BUR00002754,ACC0000363,2024-07-01,2024-Q3,collections_trigger,651,0,0.714,0,2,0,0
BUR00002755,ACC0000363,2024-10-01,2024-Q4,cli_review,651,0,0.116,0,2,0,0
BUR00002756,ACC0000364,2023-10-01,2023-Q4,behavioral_trigger,669,0,0.6013,0,0,0,0
BUR00002757,ACC0000364,2024-01-01,2024-Q1,quarterly_refresh,669,0,0.1704,0,3,0,0
BUR00002758,ACC0000364,2024-04-01,2024-Q2,collections_trigger,669,0,0.1503,0,1,0,0
BUR00002759,ACC0000364,2024-07-01,2024-Q3,quarterly_refresh,669,0,0.5529,0,3,0,0
BUR00002760,ACC0000365,2024-07-01,2024-Q3,annual_review,676,0,0.322,0,0,0,0
BUR00002761,ACC0000365,2024-10-01,2024-Q4,cli_review,676,0,0.5276,0,3,0,0
BUR00002762,ACC0000366,2023-10-01,2023-Q4,cli_review,683,0,0.8609,0,0,0,0
BUR00002763,ACC0000366,2024-01-01,2024-Q1,behavioral_trigger,683,0,0.7889,0,0,0,0
BUR00002764,ACC0000366,2024-04-01,2024-Q2,quarterly_refresh,683,0,0.4233,0,2,0,0
BUR00002765,ACC0000366,2024-07-01,2024-Q3,collections_trigger,683,0,0.182,0,1,0,0
BUR00002766,ACC0000366,2024-10-01,2024-Q4,collections_trigger,670,-13,0.2533,0,0,0,0
BUR00002767,ACC0000367,2024-04-01,2024-Q2,cli_review,739,0,0.7585,0,0,0,0
BUR00002768,ACC0000367,2024-07-01,2024-Q3,behavioral_trigger,739,0,0.3731,0,0,0,0
BUR00002769,ACC0000367,2024-10-01,2024-Q4,behavioral_trigger,739,0,0.2157,0,2,0,0
BUR00002770,ACC0000368,2023-04-01,2023-Q2,quarterly_refresh,647,0,0.308,0,0,0,0
BUR00002771,ACC0000368,2023-07-01,2023-Q3,behavioral_trigger,647,0,0.5054,0,1,0,0
BUR00002772,ACC0000368,2023-10-01,2023-Q4,quarterly_refresh,647,0,1.0348,0,1,0,0
BUR00002773,ACC0000368,2024-01-01,2024-Q1,behavioral_trigger,647,0,0.14,0,1,0,0
BUR00002774,ACC0000368,2024-04-01,2024-Q2,quarterly_refresh,647,0,0.5699,0,2,0,0
BUR00002775,ACC0000368,2024-07-01,2024-Q3,collections_trigger,647,0,0.9155,0,1,0,0
BUR00002776,ACC0000368,2024-10-01,2024-Q4,quarterly_refresh,647,0,0.2631,0,2,0,0
BUR00002777,ACC0000369,2022-07-01,2022-Q3,cli_review,667,0,0.6754,0,3,0,0
BUR00002778,ACC0000369,2022-10-01,2022-Q4,quarterly_refresh,667,0,0.2308,0,2,0,0
BUR00002779,ACC0000369,2023-01-01,2023-Q1,cli_review,667,0,0.5154,0,1,0,0
BUR00002780,ACC0000369,2023-04-01,2023-Q2,annual_review,667,0,0.5429,0,2,0,0
BUR00002781,ACC0000369,2023-07-01,2023-Q3,annual_review,667,0,0.6016,0,1,0,0
BUR00002782,ACC0000369,2023-10-01,2023-Q4,cli_review,667,0,0.7252,0,0,0,0
BUR00002783,ACC0000369,2024-01-01,2024-Q1,cli_review,667,0,0.6183,0,2,0,0
BUR00002784,ACC0000369,2024-04-01,2024-Q2,collections_trigger,667,0,0.8587,0,0,0,0
BUR00002785,ACC0000369,2024-07-01,2024-Q3,annual_review,667,0,0.4442,0,1,0,0
BUR00002786,ACC0000369,2024-10-01,2024-Q4,cli_review,667,0,0.2866,0,3,0,0
BUR00002787,ACC0000370,2022-10-01,2022-Q4,annual_review,660,0,0.3283,0,0,0,0
BUR00002788,ACC0000370,2023-01-01,2023-Q1,quarterly_refresh,660,0,0.4348,0,0,0,0
BUR00002789,ACC0000370,2023-04-01,2023-Q2,quarterly_refresh,660,0,0.2583,0,3,0,0
BUR00002790,ACC0000370,2023-07-01,2023-Q3,quarterly_refresh,660,0,0.7115,0,2,0,0
BUR00002791,ACC0000370,2023-10-01,2023-Q4,behavioral_trigger,660,0,0.2031,0,0,0,0
BUR00002792,ACC0000370,2024-01-01,2024-Q1,annual_review,660,0,0.3601,0,2,0,0
BUR00002793,ACC0000370,2024-04-01,2024-Q2,collections_trigger,660,0,0.2242,0,1,0,0
BUR00002794,ACC0000370,2024-07-01,2024-Q3,annual_review,660,0,0.1597,0,3,0,0
BUR00002795,ACC0000370,2024-10-01,2024-Q4,annual_review,660,0,0.4402,0,2,0,0
BUR00002796,ACC0000371,2024-10-01,2024-Q4,cli_review,666,0,0.464,0,0,0,0
BUR00002797,ACC0000372,2024-07-01,2024-Q3,cli_review,671,0,0.3838,0,1,0,0
BUR00002798,ACC0000372,2024-10-01,2024-Q4,collections_trigger,671,0,0.2168,0,0,0,0
BUR00002799,ACC0000373,2021-07-01,2021-Q3,annual_review,727,0,0.562,0,1,0,0
BUR00002800,ACC0000373,2021-10-01,2021-Q4,annual_review,727,0,0.5433,0,3,0,0
BUR00002801,ACC0000373,2022-01-01,2022-Q1,annual_review,727,0,0.8334,0,3,0,0
BUR00002802,ACC0000373,2022-04-01,2022-Q2,cli_review,727,0,0.0616,0,3,0,0
BUR00002803,ACC0000373,2022-07-01,2022-Q3,collections_trigger,727,0,0.885,0,0,0,0
BUR00002804,ACC0000373,2022-10-01,2022-Q4,annual_review,727,0,0.3493,0,3,0,0
BUR00002805,ACC0000373,2023-01-01,2023-Q1,collections_trigger,727,0,0.6861,0,1,0,0
BUR00002806,ACC0000373,2023-04-01,2023-Q2,annual_review,727,0,0.563,0,0,0,0
BUR00002807,ACC0000373,2023-07-01,2023-Q3,cli_review,727,0,0.2481,0,0,0,0
BUR00002808,ACC0000373,2023-10-01,2023-Q4,quarterly_refresh,727,0,0.1489,0,2,0,0
BUR00002809,ACC0000373,2024-01-01,2024-Q1,annual_review,727,0,0.1928,0,0,0,0
BUR00002810,ACC0000373,2024-04-01,2024-Q2,behavioral_trigger,727,0,0.6373,0,2,0,0
BUR00002811,ACC0000373,2024-07-01,2024-Q3,annual_review,727,0,0.1172,0,1,0,0
BUR00002812,ACC0000373,2024-10-01,2024-Q4,cli_review,727,0,0.1319,0,2,0,0
BUR00002813,ACC0000374,2023-07-01,2023-Q3,annual_review,699,0,0.2269,0,3,0,0
BUR00002814,ACC0000374,2023-10-01,2023-Q4,quarterly_refresh,699,0,0.3322,0,1,0,0
BUR00002815,ACC0000374,2024-01-01,2024-Q1,cli_review,699,0,0.2613,0,2,0,0
BUR00002816,ACC0000374,2024-04-01,2024-Q2,cli_review,699,0,0.2724,0,2,0,0
BUR00002817,ACC0000374,2024-07-01,2024-Q3,quarterly_refresh,699,0,1.1046,0,0,0,0
BUR00002818,ACC0000374,2024-10-01,2024-Q4,quarterly_refresh,699,0,0.7064,0,1,0,0
BUR00002819,ACC0000375,2022-07-01,2022-Q3,annual_review,614,-4,0.8456,0,0,0,0
BUR00002820,ACC0000375,2022-10-01,2022-Q4,behavioral_trigger,610,-4,0.474,0,0,0,0
BUR00002821,ACC0000375,2023-01-01,2023-Q1,cli_review,607,-3,0.7251,0,3,0,0
BUR00002822,ACC0000375,2023-04-01,2023-Q2,cli_review,607,0,0.3847,0,1,0,0
BUR00002823,ACC0000375,2023-07-01,2023-Q3,behavioral_trigger,607,0,0.495,0,2,0,0
BUR00002824,ACC0000375,2023-10-01,2023-Q4,annual_review,607,0,0.7496,0,0,0,0
BUR00002825,ACC0000375,2024-01-01,2024-Q1,behavioral_trigger,604,-3,0.6778,0,2,0,0
BUR00002826,ACC0000375,2024-04-01,2024-Q2,quarterly_refresh,603,-1,0.6156,0,2,0,0
BUR00002827,ACC0000375,2024-07-01,2024-Q3,collections_trigger,582,-21,0.1652,0,3,0,0
BUR00002828,ACC0000375,2024-10-01,2024-Q4,annual_review,575,-7,0.8761,0,1,0,0
BUR00002829,ACC0000376,2024-04-01,2024-Q2,cli_review,667,0,0.2405,0,3,0,0
BUR00002830,ACC0000376,2024-07-01,2024-Q3,collections_trigger,667,0,0.9967,0,0,0,0
BUR00002831,ACC0000376,2024-10-01,2024-Q4,annual_review,667,0,0.3429,0,3,0,0
BUR00002832,ACC0000377,2021-04-01,2021-Q2,collections_trigger,738,0,0.2286,0,3,0,0
BUR00002833,ACC0000377,2021-07-01,2021-Q3,behavioral_trigger,738,0,0.0918,0,2,0,0
BUR00002834,ACC0000377,2021-10-01,2021-Q4,annual_review,738,0,0.4448,0,1,0,0
BUR00002835,ACC0000377,2022-01-01,2022-Q1,annual_review,738,0,0.2419,0,3,0,0
BUR00002836,ACC0000377,2022-04-01,2022-Q2,quarterly_refresh,738,0,0.5451,0,1,0,0
BUR00002837,ACC0000377,2022-07-01,2022-Q3,quarterly_refresh,738,0,0.2354,0,2,0,0
BUR00002838,ACC0000377,2022-10-01,2022-Q4,collections_trigger,738,0,0.3205,0,0,0,0
BUR00002839,ACC0000377,2023-01-01,2023-Q1,cli_review,738,0,0.5579,0,2,0,0
BUR00002840,ACC0000377,2023-04-01,2023-Q2,behavioral_trigger,738,0,0.4077,0,3,0,0
BUR00002841,ACC0000377,2023-07-01,2023-Q3,collections_trigger,738,0,0.1195,0,3,0,0
BUR00002842,ACC0000377,2023-10-01,2023-Q4,annual_review,738,0,0.6912,0,0,0,0
