account_id,snapshot_month,partner_program_code,vertical,channel,origination_date,vintage_cohort,credit_tier_at_booking,months_on_book,bureau_score_at_booking,credit_line_assigned,credit_line_requested,counter_offer_flag,app_channel,bureau_utilization_at_app,bureau_inquiries_at_app,bureau_derogatory_at_app,account_status,current_balance,current_dpd_bucket,days_past_due,utilization_pct,closure_date,closure_reason,months_since_last_purchase,avg_monthly_spend_3m,avg_monthly_spend_12m,spend_trend_pct_3m,total_spend_lifetime,login_frequency_30d,avg_login_frequency_3m,dormant_flag,attrition_risk_flag,bureau_score_current,score_drift,bureau_refresh_quarter,derogatory_count_current,new_derogatory_flag,utilization_stress_flag,hardship_flag,payment_plan_flag,risk_segment,chargeoff_flag,chargeoff_date,total_payments_lifetime
ACC0001051,2024-12,SYF_CARECREDIT,Healthcare,online,2022-05-16,2022-Q2,Superprime,10,820,8700,11816,0,online,0.0799,4,0,closed,0.0,current,0,0.0,2023-03-12,inactivity,21,1280.32,1280.73,-17.9,12807.33,17,12.0,1,0,821,1,2023-Q1,0,0,0,0,0,low_risk,0,,12807.34
ACC0001052,2024-12,SYF_SAMSCLUB,Retail,partner_refer,2023-12-05,2023-Q4,Nearprime,12,649,2900,3520,0,partner_refer,0.555,7,2,active,349.74,current,0,0.1206,,,0,89.7,145.02,-39.3,1740.25,3,4.7,0,0,649,0,2024-Q4,2,0,0,0,0,standard,0,,1390.51
ACC0001053,2024-12,SYF_ROOMS2GO,Furniture,online,2022-11-24,2022-Q4,Subprime,8,584,400,458,0,online,0.1315,2,2,charged_off,372.4,dpd_120plus,120,0.931,,,17,482.03,1208.96,-76.5,9671.68,19,18.3,1,0,577,-7,2023-Q2,2,0,1,0,0,high_risk,1,2023-07-01,872.1
ACC0001054,2024-12,SYF_WALMART,Retail,online,2024-08-13,2024-Q3,Prime,4,716,5000,5554,0,online,0.092,3,0,active,0.0,current,0,0.0,,,0,198.38,148.79,0.0,595.15,1,6.7,0,0,716,0,2024-Q4,0,0,0,0,0,standard,0,,595.15
ACC0001055,2024-12,SYF_BPGASCAR,Auto/Gas,online,2021-02-27,2021-Q1,Prime,46,749,5300,4271,0,online,0.5847,3,0,active,0.0,current,0,0.0,,,1,95.95,78.11,-51.7,5655.09,16,11.7,0,0,749,0,2024-Q4,0,0,0,0,0,standard,0,,5655.1
ACC0001056,2024-12,SYF_GUITARCTR,Specialty,pre_approved,2022-12-07,2022-Q4,Superprime,24,816,14700,18262,0,pre_approved,0.4967,6,0,active,0.0,current,0,0.0,,,0,1019.72,834.26,533.6,16095.86,19,17.3,0,0,825,9,2024-Q4,0,0,0,0,0,low_risk,0,,16095.88
ACC0001057,2024-12,SYF_ROOMS2GO,Furniture,in_store,2023-04-12,2023-Q2,Nearprime,9,628,3600,4785,0,in_store,0.2926,7,2,closed,0.0,current,0,0.0,2024-01-07,customer_request,11,1225.62,1465.25,-42.4,13187.21,2,8.3,1,0,628,0,2024-Q1,2,0,0,0,0,standard,0,,11194.67
ACC0001058,2024-12,SYF_ASHLEY,Furniture,online,2022-09-06,2022-Q3,Prime,27,728,3100,3351,0,online,0.4048,4,0,delinquent,2886.1,dpd_30,30,0.931,,,0,3347.34,1763.75,286.7,48393.64,3,6.3,0,0,728,0,2024-Q4,0,0,1,0,0,moderate_risk,0,,35045.12
ACC0001059,2024-12,SYF_ROOMS2GO,Furniture,direct_mail,2024-08-08,2024-Q3,Subprime,4,616,1100,905,0,direct_mail,0.1315,1,1,delinquent,940.5,dpd_60,60,0.855,,,0,763.8,1020.47,0.0,4081.89,4,5.7,0,0,610,-6,2024-Q4,1,0,1,0,0,high_risk,0,,489.06
ACC0001060,2024-12,SYF_WALMART,Retail,in_store,2021-08-07,2021-Q3,Superprime,40,789,6600,6757,0,in_store,0.13,2,0,active,0.0,current,0,0.0,,,0,170.79,163.74,-14.2,5710.18,16,12.0,0,0,812,23,2024-Q4,0,0,0,0,0,low_risk,0,,5710.19
ACC0001061,2024-12,SYF_PAYPAL,Fintech,pre_approved,2023-08-04,2023-Q3,Subprime,16,553,800,1149,0,pre_approved,0.1387,5,1,delinquent,101.93,dpd_90,90,0.1274,,,0,25.3,140.43,-84.6,2543.16,2,8.0,0,0,539,-14,2024-Q4,1,0,0,0,0,high_risk,0,,2441.24
ACC0001062,2024-12,SYF_ASHLEY,Furniture,online,2024-05-11,2024-Q2,Nearprime,7,646,2100,2019,0,online,0.3946,0,2,active,0.0,current,0,0.0,,,0,1469.7,982.52,308.5,6877.66,9,8.3,0,0,646,0,2024-Q4,2,0,0,0,0,standard,0,,6635.86
ACC0001063,2024-12,SYF_ROOMS2GO,Furniture,in_store,2022-11-14,2022-Q4,Superprime,25,809,13500,13777,0,in_store,0.0662,5,0,active,0.0,current,0,0.0,,,0,1688.52,2087.41,-13.0,48764.27,16,10.7,0,0,825,16,2024-Q4,0,0,0,0,0,low_risk,0,,48764.28
ACC0001064,2024-12,SYF_PAYPAL,Fintech,in_store,2024-03-17,2024-Q1,Nearprime,9,673,3100,3823,0,in_store,0.4898,4,0,active,0.0,current,0,0.0,,,1,230.07,188.35,13.8,1695.18,10,7.3,0,0,673,0,2024-Q4,0,0,0,0,0,standard,0,,1695.18
ACC0001065,2024-12,SYF_ASHLEY,Furniture,online,2022-03-02,2022-Q1,Subprime,11,552,1300,1786,1,online,0.5109,0,2,charged_off,1210.3,dpd_120plus,120,0.931,,,22,543.26,472.12,255.0,5193.27,17,8.3,1,0,539,-13,2022-Q4,2,0,1,0,0,high_risk,1,2023-02-01,2787.64
ACC0001066,2024-12,SYF_LOWES,HomeImprov,direct_mail,2023-05-17,2023-Q2,Superprime,19,768,13300,12760,0,direct_mail,0.1795,2,0,active,483.85,current,0,0.0364,,,0,831.56,635.02,-8.8,10969.85,4,7.7,0,0,782,14,2024-Q4,0,0,0,0,0,low_risk,0,,10486.01
ACC0001067,2024-12,SYF_GUITARCTR,Specialty,partner_refer,2022-01-07,2022-Q1,Subprime,14,567,1400,1323,0,partner_refer,0.1874,7,1,charged_off,1263.5,dpd_120plus,120,0.9025,2023-12-28,customer_request,21,109.52,257.12,-26.7,4125.78,12,12.0,1,0,546,-21,2023-Q1,1,0,1,0,0,high_risk,1,2023-03-01,2305.57
ACC0001068,2024-12,SYF_LOWES,HomeImprov,pre_approved,2024-02-15,2024-Q1,Prime,10,701,6500,9321,0,pre_approved,0.1951,5,0,active,0.0,current,0,0.0,,,0,377.2,407.17,-32.7,4071.71,10,7.3,0,0,701,0,2024-Q4,0,0,0,0,0,standard,0,,4071.71
ACC0001069,2024-12,SYF_PAYPAL,Fintech,pre_approved,2023-05-29,2023-Q2,Nearprime,19,678,1600,1677,0,pre_approved,0.5864,6,2,active,0.0,current,0,0.0,,,1,78.77,127.68,-33.4,2845.37,0,8.3,0,0,678,0,2024-Q4,2,0,0,0,0,standard,0,,2845.39
ACC0001070,2024-12,SYF_WALMART,Retail,partner_refer,2024-01-07,2024-Q1,Prime,11,742,3100,3825,0,partner_refer,0.0654,3,0,active,0.0,current,0,0.0,,,0,62.7,102.43,-54.5,1126.74,17,12.3,0,0,742,0,2024-Q4,0,0,0,0,0,standard,0,,1126.75
ACC0001071,2024-12,SYF_PAYPAL,Fintech,partner_refer,2022-07-20,2022-Q3,Prime,29,729,5000,6152,0,partner_refer,0.2982,0,0,delinquent,324.35,dpd_90,90,0.0649,,,0,39.72,26.47,65.1,1236.62,4,3.3,0,0,729,0,2024-Q4,0,0,0,0,0,moderate_risk,0,,912.28
ACC0001072,2024-12,SYF_LOWES,HomeImprov,online,2024-03-22,2024-Q1,Prime,9,753,5800,8545,0,online,0.1583,0,0,active,1334.43,current,0,0.2301,,,0,666.79,502.38,27.7,4521.43,16,9.3,0,0,753,0,2024-Q4,0,0,0,0,0,standard,0,,3187.01
ACC0001073,2024-12,SYF_WALMART,Retail,online,2021-11-14,2021-Q4,Prime,37,715,6500,9290,0,online,0.1373,2,0,active,0.0,current,0,0.0,,,0,126.67,168.51,-43.4,4664.91,13,12.0,0,0,715,0,2024-Q4,0,0,0,0,0,standard,0,,4664.93
ACC0001074,2024-12,SYF_ASHLEY,Furniture,direct_mail,2021-01-01,2021-Q1,Nearprime,48,668,3200,4493,1,direct_mail,0.5413,3,2,delinquent,2888.0,dpd_30,30,0.9025,,,0,195.82,179.57,25.1,46434.39,0,0.0,0,1,504,-164,2024-Q4,4,1,1,1,1,moderate_risk,0,,15650.46
ACC0001075,2024-12,SYF_LOWES,HomeImprov,pre_approved,2021-08-27,2021-Q3,Prime,40,756,7300,7643,0,pre_approved,0.4836,5,0,active,276.17,current,0,0.0378,,,0,274.48,541.09,-36.5,23064.61,19,8.3,0,0,756,0,2024-Q4,0,0,0,0,0,standard,0,,22788.46
ACC0001076,2024-12,SYF_CARECREDIT,Healthcare,online,2023-03-22,2023-Q1,Nearprime,21,637,3100,3950,0,online,0.0735,6,1,active,339.69,current,0,0.1096,,,1,784.2,823.25,-27.5,17434.7,14,13.3,0,0,637,0,2024-Q4,1,0,0,0,0,standard,0,,17095.02
ACC0001077,2024-12,SYF_ASHLEY,Furniture,online,2022-07-22,2022-Q3,Nearprime,9,651,3500,5118,0,online,0.5823,1,1,charged_off,1917.93,dpd_120plus,120,0.548,,,20,193.53,697.52,-82.2,6277.67,13,9.7,1,0,651,0,2023-Q2,1,0,0,0,0,high_risk,1,2023-04-01,4359.75
ACC0001078,2024-12,SYF_ROOMS2GO,Furniture,online,2023-11-19,2023-Q4,Superprime,11,826,11500,13281,1,online,0.484,3,0,closed,1263.69,current,0,0.1099,2024-10-14,account_review,2,2748.7,1724.78,33.0,18972.61,13,17.0,0,0,829,3,2024-Q3,0,0,0,0,0,low_risk,0,,17708.93
ACC0001079,2024-12,SYF_AMAZON,Retail,online,2021-08-15,2021-Q3,Prime,40,708,6900,9788,0,online,0.0093,2,0,delinquent,40.17,dpd_90,90,0.0058,,,0,14.57,110.95,-51.0,6349.67,10,5.3,0,0,708,0,2024-Q4,0,0,0,0,0,moderate_risk,0,,6309.51
ACC0001080,2024-12,SYF_LOWES,HomeImprov,direct_mail,2022-11-15,2022-Q4,Prime,25,758,3500,3206,0,direct_mail,0.4368,4,0,active,0.0,current,0,0.0,,,0,384.14,479.19,86.6,12600.28,6,6.7,0,0,758,0,2024-Q4,0,0,0,0,0,standard,0,,12600.3
ACC0001081,2024-12,SYF_GUITARCTR,Specialty,in_store,2021-09-23,2021-Q3,Nearprime,39,622,3000,3110,0,in_store,0.3741,0,2,active,584.7,current,0,0.1949,,,0,588.0,812.99,-56.3,30895.81,7,8.0,0,0,622,0,2024-Q4,2,0,0,0,0,standard,0,,30192.31
ACC0001082,2024-12,SYF_WALMART,Retail,direct_mail,2021-02-13,2021-Q1,Prime,8,714,2800,2593,0,direct_mail,0.2847,5,0,charged_off,209.59,dpd_120plus,120,0.0749,,,38,87.23,121.7,-48.2,973.63,7,5.7,1,0,714,0,2021-Q3,0,0,0,0,0,moderate_risk,1,2021-10-01,764.05
ACC0001083,2024-12,SYF_GUITARCTR,Specialty,in_store,2023-09-28,2023-Q3,Superprime,15,831,5700,5749,0,in_store,0.6062,7,0,active,0.0,current,0,0.0,,,0,923.31,605.37,228.8,7938.97,17,10.3,0,0,839,8,2024-Q4,0,0,0,0,0,low_risk,0,,7938.97
ACC0001084,2024-12,SYF_GUITARCTR,Specialty,in_store,2023-11-08,2023-Q4,Prime,13,739,6900,6868,0,in_store,0.2488,0,0,active,0.0,current,0,0.0,,,0,1159.87,736.79,133.4,9462.93,8,7.0,0,0,739,0,2024-Q4,0,0,0,0,0,standard,0,,9462.94
ACC0001085,2024-12,SYF_CARECREDIT,Healthcare,pre_approved,2023-09-01,2023-Q3,Prime,16,732,5800,6374,0,pre_approved,0.5571,2,0,active,0.0,current,0,0.0,,,0,1264.19,1040.32,-14.2,14682.95,16,8.7,0,0,732,0,2024-Q4,0,0,0,0,0,standard,0,,14682.95
ACC0001086,2024-12,SYF_WALMART,Retail,online,2023-10-15,2023-Q4,Prime,14,759,2800,3437,0,online,0.5438,4,0,active,37.53,current,0,0.0134,,,1,33.35,110.03,-85.1,1470.13,6,9.7,0,0,759,0,2024-Q4,0,0,0,0,0,standard,0,,1432.61
ACC0001087,2024-12,SYF_CARECREDIT,Healthcare,pre_approved,2022-08-16,2022-Q3,Nearprime,28,646,3700,3721,0,pre_approved,0.5469,3,1,active,3364.09,current,0,0.9092,,,0,86.82,530.32,-89.8,19832.16,0,0.0,0,1,581,-65,2024-Q4,2,1,1,1,0,attrition_risk,0,,13903.2
ACC0001088,2024-12,SYF_SAMSCLUB,Retail,pre_approved,2021-09-08,2021-Q3,Nearprime,7,642,2200,2666,0,pre_approved,0.2613,2,2,charged_off,448.62,dpd_120plus,120,0.2039,,,32,73.95,99.73,-26.0,698.14,5,6.7,1,0,642,0,2022-Q1,2,0,0,0,0,high_risk,1,2022-04-01,249.52
ACC0001089,2024-12,SYF_SAMSCLUB,Retail,online,2021-02-18,2021-Q1,Prime,46,729,7200,7447,0,online,0.3813,4,0,active,249.3,current,0,0.0346,,,0,235.89,276.42,-7.6,11987.45,17,17.3,0,0,729,0,2024-Q4,0,0,0,0,0,standard,0,,11738.18
ACC0001090,2024-12,SYF_AMAZON,Retail,pre_approved,2023-06-18,2023-Q2,Subprime,6,592,700,691,0,pre_approved,0.1704,4,2,charged_off,416.47,dpd_120plus,120,0.595,,,13,145.54,126.52,35.4,759.13,18,13.3,1,0,589,-3,2023-Q4,2,0,0,0,0,high_risk,1,2023-12-01,342.66
ACC0001091,2024-12,SYF_AMAZON,Retail,in_store,2023-01-05,2023-Q1,Superprime,23,790,7400,8380,0,in_store,0.0447,4,0,active,0.0,current,0,0.0,,,0,364.83,222.59,21.3,4915.82,14,12.7,0,0,804,14,2024-Q4,0,0,0,0,0,low_risk,0,,4915.82
ACC0001092,2024-12,SYF_CARECREDIT,Healthcare,in_store,2022-10-03,2022-Q4,Superprime,26,850,12200,13796,0,in_store,0.2705,1,0,active,885.66,current,0,0.0726,,,0,1577.77,1331.81,100.2,25076.99,2,10.0,0,0,850,0,2024-Q4,0,0,0,0,0,low_risk,0,,24191.35
ACC0001093,2024-12,SYF_PAYPAL,Fintech,in_store,2021-04-19,2021-Q2,Subprime,9,614,700,588,1,in_store,0.2294,1,1,charged_off,443.31,dpd_120plus,120,0.6333,,,35,11.66,80.64,-93.0,725.74,10,7.0,1,0,606,-8,2022-Q1,1,0,0,0,0,high_risk,1,2022-01-01,282.43
ACC0001094,2024-12,SYF_PAYPAL,Fintech,in_store,2021-03-08,2021-Q1,Prime,45,736,6100,5722,0,in_store,0.1949,4,0,active,197.23,current,0,0.0323,,,0,200.9,153.35,154.8,6686.01,18,11.3,0,0,736,0,2024-Q4,0,0,0,0,0,standard,0,,6488.79
ACC0001095,2024-12,SYF_LOWES,HomeImprov,in_store,2024-06-07,2024-Q2,Prime,6,753,3500,3631,0,in_store,0.1007,3,0,active,0.0,current,0,0.0,,,0,371.15,264.27,135.8,1585.63,12,12.3,0,0,753,0,2024-Q4,0,0,0,0,0,standard,0,,1585.64
ACC0001096,2024-12,SYF_PAYPAL,Fintech,direct_mail,2021-11-25,2021-Q4,Nearprime,37,627,2700,4031,0,direct_mail,0.3099,3,1,active,206.73,current,0,0.0766,,,0,373.32,254.79,17.0,8458.32,18,9.7,0,0,627,0,2024-Q4,1,0,0,0,0,standard,0,,8251.6
ACC0001097,2024-12,SYF_ASHLEY,Furniture,in_store,2022-12-23,2022-Q4,Superprime,15,771,14300,20738,0,in_store,0.0325,6,0,closed,0.0,current,0,0.0,2024-03-17,delinquency,9,370.19,1577.23,-84.5,21323.41,16,14.0,1,0,783,12,2024-Q1,0,0,0,0,0,low_risk,0,,21323.42
ACC0001098,2024-12,SYF_BPGASCAR,Auto/Gas,in_store,2022-05-20,2022-Q2,Nearprime,31,630,2000,2216,0,in_store,0.2974,0,1,active,739.74,current,0,0.3699,,,0,84.27,84.59,33.4,2948.82,0,0.0,0,1,604,-26,2024-Q4,4,1,0,1,1,attrition_risk,0,,2209.09
ACC0001099,2024-12,SYF_PAYPAL,Fintech,direct_mail,2024-05-29,2024-Q2,Prime,7,745,3100,3851,0,direct_mail,0.6053,0,0,active,168.16,current,0,0.0542,,,0,117.64,102.38,-3.0,716.64,4,7.7,0,0,745,0,2024-Q4,0,0,0,0,0,standard,0,,548.48
ACC0001100,2024-12,SYF_LOWES,HomeImprov,partner_refer,2024-05-29,2024-Q2,Nearprime,7,651,3900,3836,0,partner_refer,0.2793,0,2,active,0.0,current,0,0.0,,,0,412.57,313.37,137.0,2193.57,6,13.7,0,0,651,0,2024-Q4,2,0,0,0,0,standard,0,,2193.57
ACC0001101,2024-12,SYF_PAYPAL,Fintech,online,2024-08-29,2024-Q3,Nearprime,4,629,3200,3326,1,online,0.4719,6,2,active,62.26,current,0,0.0195,,,0,85.77,95.23,0.0,380.91,2,5.3,0,1,629,0,2024-Q4,2,0,0,0,0,attrition_risk,0,,318.65
ACC0001102,2024-12,SYF_PAYPAL,Fintech,online,2024-06-28,2024-Q2,Prime,6,719,6900,8201,0,online,0.1025,0,0,active,110.39,current,0,0.016,,,0,137.8,106.36,84.0,638.13,17,6.0,0,1,719,0,2024-Q4,0,0,0,0,0,attrition_risk,0,,527.75
ACC0001103,2024-12,SYF_SAMSCLUB,Retail,pre_approved,2021-09-16,2021-Q3,Nearprime,30,665,1800,2637,0,pre_approved,0.3644,1,2,charged_off,1239.61,dpd_120plus,120,0.6887,,,9,60.86,113.06,-14.8,6268.92,4,10.3,1,0,665,0,2024-Q1,2,0,0,0,0,high_risk,1,2024-03-01,5025.72
ACC0001104,2024-12,SYF_ROOMS2GO,Furniture,in_store,2021-06-14,2021-Q2,Prime,42,706,2500,2856,0,in_store,0.6127,3,0,active,2137.5,current,0,0.855,,,0,3135.75,2094.61,28.6,84238.86,9,10.7,0,0,706,0,2024-Q4,0,0,1,0,0,standard,0,,51617.96
ACC0001105,2024-12,SYF_CARECREDIT,Healthcare,direct_mail,2023-07-17,2023-Q3,Nearprime,13,677,2600,3655,0,direct_mail,0.2284,3,2,charged_off,1807.52,dpd_120plus,120,0.6952,,,4,384.13,515.77,68.1,6654.41,2,6.0,1,1,677,0,2024-Q3,2,0,0,0,0,high_risk,1,2024-08-01,4846.9
ACC0001106,2024-12,SYF_PAYPAL,Fintech,online,2024-05-08,2024-Q2,Prime,7,730,3100,4350,0,online,0.3187,2,0,active,0.0,current,0,0.0,,,0,49.8,89.89,-68.9,629.24,1,7.0,0,0,730,0,2024-Q4,0,0,0,0,0,standard,0,,629.24
ACC0001107,2024-12,SYF_ASHLEY,Furniture,direct_mail,2022-09-25,2022-Q3,Nearprime,10,636,3000,3928,1,direct_mail,0.1813,1,1,closed,0.0,dpd_30,30,0.0,2023-07-22,account_review,17,910.62,1012.55,-41.2,10125.49,12,13.0,1,0,636,0,2023-Q2,1,0,0,0,0,moderate_risk,0,,10125.49
ACC0001108,2024-12,SYF_LOWES,HomeImprov,direct_mail,2021-07-06,2021-Q3,Prime,41,687,3700,4393,0,direct_mail,0.0626,5,0,active,3082.45,current,0,0.8331,,,0,78.44,96.87,56.5,12796.44,0,0.0,0,1,575,-112,2024-Q4,2,1,1,1,1,attrition_risk,0,,9174.42
ACC0001109,2024-12,SYF_BPGASCAR,Auto/Gas,in_store,2024-01-22,2024-Q1,Prime,11,682,5800,5107,0,in_store,0.129,0,0,active,0.0,current,0,0.0,,,0,149.05,124.19,1.6,1366.08,10,12.0,0,0,682,0,2024-Q4,0,0,0,0,0,standard,0,,1366.09
ACC0001110,2024-12,SYF_LOWES,HomeImprov,in_store,2023-04-04,2023-Q2,Nearprime,20,671,3000,2620,0,in_store,0.4655,6,0,active,521.04,current,0,0.1737,,,0,465.3,623.79,7.7,10935.17,10,9.7,0,0,671,0,2024-Q4,0,0,0,0,0,standard,0,,10414.14
ACC0001111,2024-12,SYF_BPGASCAR,Auto/Gas,online,2023-06-14,2023-Q2,Superprime,10,781,6700,9790,0,online,0.6153,5,0,closed,189.84,current,0,0.0283,2024-04-09,account_review,8,88.84,73.25,-1.6,732.46,18,11.0,1,0,788,7,2024-Q1,0,0,0,0,0,low_risk,0,,542.62
ACC0001112,2024-12,SYF_PAYPAL,Fintech,direct_mail,2023-11-06,2023-Q4,Prime,8,688,6700,6017,0,direct_mail,0.3253,2,0,closed,167.63,current,0,0.025,2024-07-03,account_review,5,317.88,183.47,363.9,1467.75,9,12.0,1,1,688,0,2024-Q2,0,0,0,0,0,attrition_risk,0,,1300.13
ACC0001113,2024-12,SYF_LOWES,HomeImprov,direct_mail,2024-02-08,2024-Q1,Prime,10,686,5100,7498,0,direct_mail,0.4858,4,0,active,0.0,current,0,0.0,,,0,55.7,274.79,-89.1,2747.94,9,9.0,0,0,686,0,2024-Q4,0,0,0,0,0,standard,0,,2747.94
ACC0001114,2024-12,SYF_SAMSCLUB,Retail,direct_mail,2023-04-07,2023-Q2,Prime,7,756,7300,8957,0,direct_mail,0.1265,4,0,closed,592.82,current,0,0.0812,2023-11-03,delinquency,13,429.62,283.45,110.7,1984.18,6,5.0,1,0,756,0,2023-Q4,0,0,0,0,0,standard,0,,1391.36
ACC0001115,2024-12,SYF_LOWES,HomeImprov,online,2024-06-09,2024-Q2,Prime,6,695,3300,3183,0,online,0.3709,3,0,active,704.51,current,0,0.2135,,,0,533.2,450.98,44.6,2705.91,0,10.0,0,0,695,0,2024-Q4,0,0,0,0,0,standard,0,,2001.4
ACC0001116,2024-12,SYF_WALMART,Retail,in_store,2022-04-03,2022-Q2,Subprime,11,545,1300,1376,1,in_store,0.6263,3,1,charged_off,214.53,dpd_120plus,120,0.165,,,21,25.74,55.63,33.6,611.89,19,12.3,1,0,536,-9,2023-Q1,1,0,0,0,0,high_risk,1,2023-03-01,397.36
ACC0001117,2024-12,SYF_ROOMS2GO,Furniture,in_store,2022-10-31,2022-Q4,Nearprime,26,674,1500,1550,1,in_store,0.5428,4,2,active,0.0,current,0,0.0,,,0,2047.29,1640.0,26.9,41543.72,8,6.0,0,0,674,0,2024-Q4,2,0,0,0,0,standard,0,,21780.2
ACC0001118,2024-12,SYF_GUITARCTR,Specialty,pre_approved,2024-06-20,2024-Q2,Prime,6,698,3200,4058,0,pre_approved,0.1294,7,0,active,371.04,current,0,0.1159,,,0,581.23,345.66,428.0,2073.94,2,8.3,0,0,698,0,2024-Q4,0,0,0,0,0,standard,0,,1702.91
ACC0001119,2024-12,SYF_ASHLEY,Furniture,in_store,2024-02-19,2024-Q1,Prime,10,758,6500,7627,0,in_store,0.5261,0,0,active,2936.82,current,0,0.4518,,,0,1304.72,1229.44,1.0,12294.39,11,6.0,0,0,758,0,2024-Q4,0,0,0,0,0,standard,0,,9357.58
ACC0001120,2024-12,SYF_CARECREDIT,Healthcare,online,2021-03-07,2021-Q1,Prime,45,730,3900,3938,0,online,0.4534,3,0,active,2778.75,current,0,0.7125,,,0,2091.43,1683.64,31.8,56145.63,5,9.3,0,0,730,0,2024-Q4,0,0,0,0,0,standard,0,,52095.99
ACC0001121,2024-12,SYF_ASHLEY,Furniture,partner_refer,2023-12-01,2023-Q4,Subprime,13,540,1500,1361,0,partner_refer,0.0644,2,0,delinquent,1396.5,dpd_90,90,0.931,,,0,140.07,782.64,-52.2,11482.87,16,10.3,0,0,520,-20,2024-Q4,0,0,1,0,0,high_risk,0,,5965.58
ACC0001122,2024-12,SYF_GUITARCTR,Specialty,online,2022-05-04,2022-Q2,Subprime,5,612,700,611,0,online,0.6176,2,0,charged_off,651.7,dpd_120plus,120,0.931,,,26,393.94,435.48,0.0,2177.41,12,5.7,1,0,605,-7,2022-Q3,0,0,1,0,0,high_risk,1,2022-10-01,586.78
ACC0001123,2024-12,SYF_CARECREDIT,Healthcare,direct_mail,2023-04-15,2023-Q2,Prime,20,728,5700,6784,0,direct_mail,0.2368,7,0,active,0.0,current,0,0.0,,,2,181.25,891.48,-81.7,17462.56,5,7.0,0,0,728,0,2024-Q4,0,0,0,0,0,standard,0,,17462.57
ACC0001124,2024-12,SYF_CARECREDIT,Healthcare,online,2021-05-06,2021-Q2,Superprime,43,797,7000,8241,0,online,0.2871,0,0,active,1062.3,current,0,0.1518,,,0,1498.73,1316.6,-17.9,41779.4,8,14.3,0,0,814,17,2024-Q4,0,0,0,0,0,low_risk,0,,40717.12
ACC0001125,2024-12,SYF_GUITARCTR,Specialty,online,2024-01-18,2024-Q1,Nearprime,11,650,3100,4552,0,online,0.3403,0,0,active,0.0,current,0,0.0,,,1,728.62,577.98,16.7,6357.8,0,12.3,0,0,650,0,2024-Q4,0,0,0,0,0,standard,0,,6357.81
ACC0001126,2024-12,SYF_CARECREDIT,Healthcare,in_store,2023-01-27,2023-Q1,Superprime,23,770,8700,10052,0,in_store,0.2002,0,0,active,1979.55,current,0,0.2275,,,0,914.37,854.89,-4.6,17955.95,19,9.7,0,0,782,12,2024-Q4,0,0,0,0,0,low_risk,0,,15976.4
ACC0001127,2024-12,SYF_WALMART,Retail,online,2022-03-21,2022-Q1,Prime,33,693,3600,3123,0,online,0.0189,0,0,active,106.81,current,0,0.0297,,,1,126.45,144.93,21.2,4721.34,2,4.0,0,0,693,0,2024-Q4,0,0,0,0,0,standard,0,,4614.55
ACC0001128,2024-12,SYF_ASHLEY,Furniture,in_store,2024-08-08,2024-Q3,Subprime,4,582,500,641,0,in_store,0.3243,3,0,delinquent,356.25,dpd_30,30,0.7125,,,0,708.78,593.33,0.0,2373.33,9,8.7,0,0,580,-2,2024-Q4,0,0,0,0,0,moderate_risk,0,,618.45
ACC0001129,2024-12,SYF_ASHLEY,Furniture,online,2021-08-06,2021-Q3,Prime,18,756,4600,5840,0,online,0.3409,4,0,closed,338.85,current,0,0.0737,2023-02-27,delinquency,22,937.64,1475.24,-54.9,26709.83,1,8.3,1,0,756,0,2023-Q1,0,0,0,0,0,standard,0,,26092.95
ACC0001130,2024-12,SYF_AMAZON,Retail,pre_approved,2022-10-19,2022-Q4,Nearprime,23,659,4000,4491,0,pre_approved,0.4687,7,2,charged_off,598.24,dpd_120plus,120,0.1496,,,3,52.57,65.92,-66.2,4007.29,3,7.7,1,0,659,0,2024-Q3,2,0,0,0,0,high_risk,1,2024-09-01,3409.06
ACC0001131,2024-12,SYF_BPGASCAR,Auto/Gas,online,2022-08-23,2022-Q3,Nearprime,28,627,3300,3332,1,online,0.253,4,2,active,294.75,current,0,0.0893,,,0,158.69,101.98,1.1,3274.27,17,12.3,0,0,627,0,2024-Q4,2,0,0,0,0,standard,0,,2979.53
ACC0001132,2024-12,SYF_SAMSCLUB,Retail,online,2023-08-29,2023-Q3,Subprime,16,590,1000,952,0,online,0.1877,3,2,delinquent,386.42,dpd_120plus,120,0.3864,,,0,77.23,103.46,-16.4,2204.75,14,8.0,0,0,572,-18,2024-Q4,2,0,0,0,0,high_risk,0,,1818.34
ACC0001133,2024-12,SYF_PAYPAL,Fintech,online,2021-08-09,2021-Q3,Prime,40,685,6100,6240,0,online,0.3712,3,0,active,0.0,current,0,0.0,,,0,98.79,115.21,269.1,6311.99,14,15.0,0,0,685,0,2024-Q4,0,0,0,0,0,standard,0,,6312.01
ACC0001134,2024-12,SYF_ROOMS2GO,Furniture,online,2023-06-24,2023-Q2,Superprime,18,848,10900,13038,0,online,0.4301,7,0,active,1775.59,current,0,0.1629,,,0,2621.53,1796.88,31.6,31585.32,13,11.3,0,0,850,2,2024-Q4,0,0,0,0,0,low_risk,0,,29809.73
ACC0001135,2024-12,SYF_AMAZON,Retail,online,2024-07-27,2024-Q3,Prime,5,722,5100,5330,0,online,0.0107,0,0,active,134.91,current,0,0.0265,,,0,219.72,165.92,0.0,829.58,0,9.0,0,0,722,0,2024-Q4,0,0,0,0,0,standard,0,,694.67
