interaction_id,account_id,interaction_date,interaction_month,channel,interaction_type,hardship_flag,payment_plan_enrolled,dispute_filed,resolved_flag,duration_minutes,months_on_book,digital_login_last_30d
SVC000009127,ACC0001089,2024-12-09,2024-12,branch,payment_inquiry,0,0,0,0,7,29,16
SVC000009128,ACC0001090,2023-01-01,2023-01,app,payment_inquiry,0,0,0,1,1,5,5
SVC000009129,ACC0001090,2023-01-18,2023-01,chat,rate_inquiry,0,0,0,1,7,5,5
SVC000009130,ACC0001090,2023-01-04,2023-01,branch,payment_inquiry,0,0,0,1,6,5,5
SVC000009131,ACC0001090,2023-04-22,2023-04,chat,credit_limit_request,0,0,0,1,6,8,9
SVC000009132,ACC0001090,2023-07-20,2023-07,ivr,balance_inquiry,0,0,0,1,7,11,12
SVC000009133,ACC0001090,2024-05-08,2024-05,chat,balance_inquiry,0,0,0,1,9,21,5
SVC000009134,ACC0001091,2023-03-25,2023-03,app,general_inquiry,0,0,0,1,4,14,5
SVC000009135,ACC0001091,2023-03-28,2023-03,chat,hardship_request,1,0,0,1,8,14,5
SVC000009136,ACC0001091,2023-09-10,2023-09,chat,balance_inquiry,0,0,0,1,8,20,8
SVC000009137,ACC0001091,2023-09-08,2023-09,chat,rate_inquiry,0,0,0,0,6,20,8
SVC000009138,ACC0001091,2023-09-12,2023-09,phone,payment_inquiry,0,0,0,1,15,20,8
SVC000009139,ACC0001091,2023-10-12,2023-10,app,rate_inquiry,0,0,0,1,2,21,15
SVC000009140,ACC0001091,2023-10-20,2023-10,chat,credit_limit_request,0,0,0,1,2,21,15
SVC000009141,ACC0001091,2023-10-24,2023-10,ivr,hardship_request,1,0,0,1,3,21,15
SVC000009142,ACC0001091,2024-03-13,2024-03,ivr,credit_limit_request,0,0,0,1,2,26,8
SVC000009143,ACC0001092,2024-10-10,2024-10,phone,payment_inquiry,0,0,0,1,19,21,17
SVC000009144,ACC0001092,2024-10-20,2024-10,chat,rate_inquiry,0,0,0,1,2,21,17
SVC000009145,ACC0001092,2024-10-10,2024-10,phone,hardship_request,1,0,0,1,3,21,17
SVC000009146,ACC0001093,2024-04-05,2024-04,app,credit_limit_request,0,0,0,1,2,10,0
SVC000009147,ACC0001093,2024-04-28,2024-04,ivr,fraud_report,0,0,0,0,6,10,0
SVC000009148,ACC0001093,2024-04-12,2024-04,phone,hardship_request,1,0,0,1,7,10,0
SVC000009149,ACC0001093,2024-07-06,2024-07,app,payment_plan_setup,0,1,0,1,6,13,14
SVC000009150,ACC0001093,2024-07-01,2024-07,chat,balance_inquiry,0,0,0,1,6,13,14
SVC000009151,ACC0001093,2024-07-25,2024-07,chat,balance_inquiry,0,0,0,0,1,13,14
SVC000009152,ACC0001094,2021-06-11,2021-06,app,credit_limit_request,0,0,0,1,5,4,17
SVC000009153,ACC0001094,2021-06-05,2021-06,chat,payment_inquiry,0,0,0,1,5,4,17
SVC000009154,ACC0001094,2021-06-23,2021-06,chat,payment_inquiry,0,0,0,1,2,4,17
SVC000009155,ACC0001094,2022-06-06,2022-06,chat,payment_inquiry,0,0,0,1,2,16,4
SVC000009156,ACC0001094,2022-06-02,2022-06,chat,rate_inquiry,0,0,0,1,2,16,4
SVC000009157,ACC0001094,2022-06-06,2022-06,phone,dispute_filed,0,0,1,0,31,16,4
SVC000009158,ACC0001094,2024-12-08,2024-12,phone,payment_inquiry,0,0,0,1,37,46,15
SVC000009159,ACC0001094,2024-12-17,2024-12,phone,payment_inquiry,0,0,0,1,10,46,15
SVC000009160,ACC0001095,2023-01-12,2023-01,chat,payment_inquiry,0,0,0,0,2,11,16
SVC000009161,ACC0001095,2023-01-14,2023-01,phone,general_inquiry,0,0,0,1,12,11,16
SVC000009162,ACC0001096,2022-01-21,2022-01,chat,payment_inquiry,0,0,0,1,3,9,17
SVC000009163,ACC0001096,2022-01-14,2022-01,app,payment_inquiry,0,0,0,1,8,9,17
SVC000009164,ACC0001096,2022-06-21,2022-06,chat,payment_inquiry,0,0,0,1,9,14,14
SVC000009165,ACC0001096,2022-10-12,2022-10,chat,balance_inquiry,0,0,0,1,6,18,5
SVC000009166,ACC0001096,2022-10-13,2022-10,ivr,general_inquiry,0,0,0,1,4,18,5
SVC000009167,ACC0001096,2022-10-03,2022-10,phone,payment_inquiry,0,0,0,0,2,18,5
SVC000009168,ACC0001096,2022-12-04,2022-12,app,payment_inquiry,0,0,0,0,4,20,11
SVC000009169,ACC0001096,2024-05-15,2024-05,phone,dispute_filed,0,0,1,1,19,37,1
SVC000009170,ACC0001096,2024-05-06,2024-05,phone,rate_inquiry,0,0,0,1,19,37,1
SVC000009171,ACC0001096,2024-09-15,2024-09,phone,general_inquiry,0,0,0,1,28,41,5
SVC000009172,ACC0001096,2024-09-05,2024-09,phone,dispute_filed,0,0,1,1,9,41,5
SVC000009173,ACC0001098,2022-02-18,2022-02,phone,general_inquiry,0,0,0,1,2,9,18
SVC000009174,ACC0001098,2022-02-25,2022-02,chat,balance_inquiry,0,0,0,1,9,9,18
SVC000009175,ACC0001098,2022-02-04,2022-02,chat,payment_plan_setup,0,1,0,1,5,9,18
SVC000009176,ACC0001098,2022-04-08,2022-04,app,rate_inquiry,0,0,0,1,3,11,12
SVC000009177,ACC0001098,2022-09-20,2022-09,phone,payment_inquiry,0,0,0,1,24,16,9
SVC000009178,ACC0001098,2022-09-07,2022-09,phone,credit_limit_request,0,0,0,0,10,16,9
SVC000009179,ACC0001098,2022-09-09,2022-09,app,payment_inquiry,0,0,0,1,1,16,9
SVC000009180,ACC0001098,2023-01-01,2023-01,chat,payment_inquiry,0,0,0,1,9,20,2
SVC000009181,ACC0001098,2023-01-19,2023-01,app,payment_inquiry,0,0,0,1,8,20,2
SVC000009182,ACC0001098,2023-01-19,2023-01,chat,payment_inquiry,0,0,0,0,2,20,2
SVC000009183,ACC0001098,2023-02-06,2023-02,phone,credit_limit_request,0,0,0,1,20,21,11
SVC000009184,ACC0001098,2023-05-08,2023-05,chat,payment_inquiry,0,0,0,1,6,24,1
SVC000009185,ACC0001098,2023-05-19,2023-05,app,payment_inquiry,0,0,0,1,3,24,1
SVC000009186,ACC0001098,2023-05-14,2023-05,phone,credit_limit_request,0,0,0,1,3,24,1
SVC000009187,ACC0001098,2023-06-07,2023-06,phone,dispute_filed,0,0,1,1,4,25,16
SVC000009188,ACC0001098,2023-06-05,2023-06,app,balance_inquiry,0,0,0,1,8,25,16
SVC000009189,ACC0001098,2023-06-25,2023-06,ivr,payment_inquiry,0,0,0,1,4,25,16
SVC000009190,ACC0001098,2024-09-10,2024-09,phone,payment_inquiry,0,0,0,1,20,40,0
SVC000009191,ACC0001098,2024-09-02,2024-09,ivr,payment_plan_setup,0,1,0,1,6,40,0
SVC000009192,ACC0001098,2024-11-24,2024-11,phone,rate_inquiry,0,0,0,1,27,42,0
SVC000009193,ACC0001099,2024-01-02,2024-01,chat,balance_inquiry,0,0,0,1,4,21,18
SVC000009194,ACC0001099,2024-01-28,2024-01,chat,dispute_filed,0,0,1,1,4,21,18
SVC000009195,ACC0001100,2021-07-22,2021-07,phone,balance_inquiry,0,0,0,0,10,3,0
SVC000009196,ACC0001100,2021-07-25,2021-07,phone,balance_inquiry,0,0,0,1,22,3,0
SVC000009197,ACC0001100,2021-10-24,2021-10,phone,dispute_filed,0,0,1,1,35,6,14
SVC000009198,ACC0001100,2022-01-15,2022-01,app,balance_inquiry,0,0,0,0,7,9,9
SVC000009199,ACC0001100,2022-02-02,2022-02,phone,balance_inquiry,0,0,0,1,21,10,1
SVC000009200,ACC0001100,2022-07-12,2022-07,phone,payment_inquiry,0,0,0,1,32,15,5
SVC000009201,ACC0001100,2022-07-12,2022-07,ivr,balance_inquiry,0,0,0,1,7,15,5
SVC000009202,ACC0001100,2022-07-06,2022-07,app,general_inquiry,0,0,0,0,8,15,5
SVC000009203,ACC0001100,2023-01-04,2023-01,app,hardship_request,1,0,0,1,7,21,6
SVC000009204,ACC0001100,2023-01-12,2023-01,phone,payment_inquiry,0,0,0,1,41,21,6
SVC000009205,ACC0001100,2023-01-02,2023-01,phone,payment_inquiry,0,0,0,1,44,21,6
SVC000009206,ACC0001100,2023-03-10,2023-03,phone,rate_inquiry,0,0,0,0,15,23,11
SVC000009207,ACC0001100,2023-03-08,2023-03,app,balance_inquiry,0,0,0,0,8,23,11
SVC000009208,ACC0001100,2023-11-03,2023-11,chat,rate_inquiry,0,0,0,1,6,31,10
SVC000009209,ACC0001100,2023-11-27,2023-11,app,general_inquiry,0,0,0,1,3,31,10
SVC000009210,ACC0001100,2023-12-18,2023-12,phone,dispute_filed,0,0,1,1,41,32,16
SVC000009211,ACC0001100,2023-12-15,2023-12,phone,rate_inquiry,0,0,0,1,13,32,16
SVC000009212,ACC0001100,2023-12-15,2023-12,chat,balance_inquiry,0,0,0,1,2,32,16
SVC000009213,ACC0001100,2024-09-14,2024-09,app,balance_inquiry,0,0,0,1,2,41,6
SVC000009214,ACC0001100,2024-09-05,2024-09,chat,payment_inquiry,0,0,0,1,8,41,6
SVC000009215,ACC0001101,2023-08-27,2023-08,ivr,payment_plan_setup,0,1,0,1,9,1,1
SVC000009216,ACC0001101,2023-08-14,2023-08,chat,balance_inquiry,0,0,0,1,8,1,1
SVC000009217,ACC0001101,2023-08-28,2023-08,phone,balance_inquiry,0,0,0,1,34,1,1
SVC000009218,ACC0001102,2021-10-25,2021-10,ivr,balance_inquiry,0,0,0,1,6,4,0
SVC000009219,ACC0001102,2021-10-23,2021-10,chat,balance_inquiry,0,0,0,1,5,4,0
SVC000009220,ACC0001102,2022-04-24,2022-04,phone,general_inquiry,0,0,0,0,44,10,14
SVC000009221,ACC0001102,2022-05-08,2022-05,chat,payment_inquiry,0,0,0,1,9,11,15
SVC000009222,ACC0001102,2022-05-12,2022-05,chat,payment_inquiry,0,0,0,1,7,11,15
SVC000009223,ACC0001102,2022-05-01,2022-05,phone,balance_inquiry,0,0,0,1,36,11,15
SVC000009224,ACC0001102,2022-06-05,2022-06,app,dispute_filed,0,0,1,1,4,12,3
SVC000009225,ACC0001102,2022-07-07,2022-07,phone,payment_plan_setup,0,1,0,1,33,13,2
SVC000009226,ACC0001102,2022-07-08,2022-07,phone,general_inquiry,0,0,0,1,23,13,2
SVC000009227,ACC0001102,2022-08-16,2022-08,app,payment_inquiry,0,0,0,0,3,14,9
SVC000009228,ACC0001102,2022-08-21,2022-08,app,balance_inquiry,0,0,0,1,6,14,9
SVC000009229,ACC0001102,2023-04-02,2023-04,phone,fraud_report,0,0,0,1,19,22,5
SVC000009230,ACC0001102,2024-01-06,2024-01,branch,balance_inquiry,0,0,0,1,7,31,10
SVC000009231,ACC0001102,2024-01-25,2024-01,ivr,credit_limit_request,0,0,0,1,1,31,10
SVC000009232,ACC0001102,2024-01-13,2024-01,chat,payment_inquiry,0,0,0,1,3,31,10
SVC000009233,ACC0001102,2024-02-09,2024-02,phone,fraud_report,0,0,0,1,7,32,17
SVC000009234,ACC0001102,2024-10-01,2024-10,phone,payment_inquiry,0,0,0,1,37,40,11
SVC000009235,ACC0001102,2024-12-13,2024-12,chat,payment_inquiry,0,0,0,1,8,42,0
SVC000009236,ACC0001102,2024-12-25,2024-12,phone,payment_inquiry,0,0,0,1,40,42,0
SVC000009237,ACC0001102,2024-12-22,2024-12,phone,balance_inquiry,0,0,0,1,22,42,0
SVC000009238,ACC0001103,2022-06-17,2022-06,app,payment_plan_setup,0,1,0,1,1,2,11
SVC000009239,ACC0001103,2022-10-07,2022-10,app,general_inquiry,0,0,0,1,1,6,19
SVC000009240,ACC0001103,2022-10-18,2022-10,chat,rate_inquiry,0,0,0,1,9,6,19
SVC000009241,ACC0001103,2022-10-26,2022-10,phone,balance_inquiry,0,0,0,1,30,6,19
SVC000009242,ACC0001103,2024-02-12,2024-02,chat,payment_inquiry,0,0,0,1,1,22,10
SVC000009243,ACC0001103,2024-02-12,2024-02,app,rate_inquiry,0,0,0,1,3,22,10
SVC000009244,ACC0001103,2024-02-23,2024-02,app,balance_inquiry,0,0,0,1,7,22,10
SVC000009245,ACC0001103,2024-10-02,2024-10,chat,payment_inquiry,0,0,0,1,2,30,2
SVC000009246,ACC0001103,2024-10-15,2024-10,ivr,dispute_filed,0,0,1,1,3,30,2
SVC000009247,ACC0001105,2023-04-13,2023-04,phone,balance_inquiry,0,0,0,1,13,4,2
SVC000009248,ACC0001105,2023-07-06,2023-07,app,fraud_report,0,0,0,1,2,7,1
SVC000009249,ACC0001105,2023-08-22,2023-08,ivr,general_inquiry,0,0,0,1,2,8,15
SVC000009250,ACC0001105,2023-08-14,2023-08,ivr,hardship_request,1,0,0,1,6,8,15
SVC000009251,ACC0001105,2023-08-03,2023-08,phone,rate_inquiry,0,0,0,1,41,8,15
SVC000009252,ACC0001105,2023-12-15,2023-12,phone,payment_inquiry,0,0,0,1,22,12,9
SVC000009253,ACC0001105,2023-12-04,2023-12,app,dispute_filed,0,0,1,1,8,12,9
SVC000009254,ACC0001105,2024-06-10,2024-06,phone,rate_inquiry,0,0,0,1,31,18,6
SVC000009255,ACC0001105,2024-06-17,2024-06,ivr,rate_inquiry,0,0,0,1,3,18,6
SVC000009256,ACC0001105,2024-06-21,2024-06,chat,balance_inquiry,0,0,0,1,6,18,6
SVC000009257,ACC0001105,2024-09-02,2024-09,phone,hardship_request,1,0,0,1,5,21,0
SVC000009258,ACC0001105,2024-09-07,2024-09,app,general_inquiry,0,0,0,0,6,21,0
SVC000009259,ACC0001105,2024-12-16,2024-12,branch,dispute_filed,0,0,1,0,8,24,0
SVC000009260,ACC0001105,2024-12-02,2024-12,chat,fraud_report,0,0,0,1,5,24,0
SVC000009261,ACC0001105,2024-12-27,2024-12,phone,general_inquiry,0,0,0,1,4,24,0
SVC000009262,ACC0001106,2024-08-10,2024-08,app,balance_inquiry,0,0,0,1,5,41,7
SVC000009263,ACC0001107,2022-10-14,2022-10,chat,balance_inquiry,0,0,0,0,5,5,6
SVC000009264,ACC0001107,2022-10-07,2022-10,phone,payment_inquiry,0,0,0,1,37,5,6
SVC000009265,ACC0001107,2023-05-27,2023-05,app,balance_inquiry,0,0,0,1,7,12,18
SVC000009266,ACC0001107,2023-05-25,2023-05,chat,rate_inquiry,0,0,0,1,3,12,18
SVC000009267,ACC0001107,2023-07-16,2023-07,phone,rate_inquiry,0,0,0,1,5,14,9
SVC000009268,ACC0001107,2023-07-09,2023-07,phone,rate_inquiry,0,0,0,1,24,14,9
SVC000009269,ACC0001107,2023-10-24,2023-10,app,payment_inquiry,0,0,0,1,7,17,16
SVC000009270,ACC0001107,2023-10-28,2023-10,branch,balance_inquiry,0,0,0,1,3,17,16
SVC000009271,ACC0001107,2023-12-20,2023-12,phone,rate_inquiry,0,0,0,1,25,19,12
SVC000009272,ACC0001107,2023-12-04,2023-12,app,rate_inquiry,0,0,0,1,5,19,12
SVC000009273,ACC0001107,2023-12-24,2023-12,chat,payment_inquiry,0,0,0,1,3,19,12
SVC000009274,ACC0001107,2024-06-09,2024-06,chat,payment_inquiry,0,0,0,1,7,25,4
SVC000009275,ACC0001107,2024-06-17,2024-06,chat,credit_limit_request,0,0,0,0,9,25,4
SVC000009276,ACC0001107,2024-08-11,2024-08,phone,payment_inquiry,0,0,0,1,4,27,0
SVC000009277,ACC0001107,2024-08-16,2024-08,app,balance_inquiry,0,0,0,1,8,27,0
SVC000009278,ACC0001108,2022-04-09,2022-04,chat,balance_inquiry,0,0,0,1,6,5,3
SVC000009279,ACC0001108,2022-04-16,2022-04,phone,payment_inquiry,0,0,0,0,6,5,3
SVC000009280,ACC0001108,2023-05-08,2023-05,chat,fraud_report,0,0,0,1,5,18,8
SVC000009281,ACC0001108,2023-07-25,2023-07,chat,dispute_filed,0,0,1,1,9,20,0
SVC000009282,ACC0001108,2023-07-15,2023-07,chat,hardship_request,1,0,0,1,6,20,0
SVC000009283,ACC0001108,2023-07-18,2023-07,app,fraud_report,0,0,0,0,3,20,0
SVC000009284,ACC0001108,2024-05-10,2024-05,phone,hardship_request,1,0,0,1,15,30,0
SVC000009285,ACC0001108,2024-05-16,2024-05,chat,hardship_request,1,0,0,1,1,30,0
SVC000009286,ACC0001108,2024-07-24,2024-07,phone,payment_plan_setup,0,1,0,1,42,32,0
SVC000009287,ACC0001108,2024-07-03,2024-07,chat,hardship_request,1,0,0,1,8,32,0
SVC000009288,ACC0001108,2024-09-26,2024-09,app,hardship_request,1,0,0,1,9,34,0
SVC000009289,ACC0001108,2024-09-16,2024-09,chat,fraud_report,0,0,0,1,4,34,0
SVC000009290,ACC0001108,2024-09-05,2024-09,app,dispute_filed,0,0,1,1,5,34,0
SVC000009291,ACC0001109,2022-11-26,2022-11,chat,general_inquiry,0,0,0,0,8,1,11
SVC000009292,ACC0001109,2023-02-20,2023-02,ivr,general_inquiry,0,0,0,1,2,4,17
SVC000009293,ACC0001109,2023-02-23,2023-02,phone,hardship_request,1,0,0,1,42,4,17
SVC000009294,ACC0001109,2023-02-16,2023-02,chat,dispute_filed,0,0,1,1,4,4,17
SVC000009295,ACC0001109,2023-05-27,2023-05,chat,payment_inquiry,0,0,0,0,5,7,9
SVC000009296,ACC0001109,2023-05-05,2023-05,phone,payment_inquiry,0,0,0,1,38,7,9
SVC000009297,ACC0001109,2024-04-14,2024-04,chat,hardship_request,1,0,0,1,1,18,9
SVC000009298,ACC0001110,2023-05-03,2023-05,chat,balance_inquiry,0,0,0,1,2,4,19
SVC000009299,ACC0001110,2023-08-27,2023-08,branch,rate_inquiry,0,0,0,1,8,7,1
SVC000009300,ACC0001110,2023-08-02,2023-08,phone,payment_inquiry,0,0,0,1,14,7,1
SVC000009301,ACC0001110,2023-12-25,2023-12,phone,rate_inquiry,0,0,0,1,28,11,7
SVC000009302,ACC0001110,2023-12-21,2023-12,phone,balance_inquiry,0,0,0,1,19,11,7
SVC000009303,ACC0001111,2022-03-21,2022-03,phone,payment_inquiry,0,0,0,1,37,4,11
SVC000009304,ACC0001111,2022-03-05,2022-03,chat,balance_inquiry,0,0,0,1,7,4,11
SVC000009305,ACC0001111,2022-03-19,2022-03,phone,rate_inquiry,0,0,0,1,22,4,11
SVC000009306,ACC0001112,2021-07-23,2021-07,ivr,credit_limit_request,0,0,0,1,5,1,12
SVC000009307,ACC0001112,2021-08-06,2021-08,phone,payment_inquiry,0,0,0,1,44,2,0
SVC000009308,ACC0001112,2021-10-10,2021-10,chat,dispute_filed,0,0,1,0,4,4,6
SVC000009309,ACC0001112,2021-10-04,2021-10,phone,payment_inquiry,0,0,0,1,24,4,6
SVC000009310,ACC0001112,2021-10-26,2021-10,ivr,dispute_filed,0,0,1,0,6,4,6
SVC000009311,ACC0001112,2021-11-04,2021-11,phone,balance_inquiry,0,0,0,1,11,5,9
SVC000009312,ACC0001112,2021-11-08,2021-11,app,credit_limit_request,0,0,0,1,8,5,9
SVC000009313,ACC0001112,2021-11-13,2021-11,chat,balance_inquiry,0,0,0,1,8,5,9
SVC000009314,ACC0001112,2021-12-11,2021-12,branch,rate_inquiry,0,0,0,1,1,6,1
SVC000009315,ACC0001112,2021-12-04,2021-12,phone,hardship_request,1,0,0,1,32,6,1
SVC000009316,ACC0001112,2021-12-18,2021-12,phone,general_inquiry,0,0,0,1,31,6,1
SVC000009317,ACC0001112,2022-09-16,2022-09,phone,hardship_request,1,0,0,1,40,15,8
SVC000009318,ACC0001112,2022-09-17,2022-09,ivr,balance_inquiry,0,0,0,1,8,15,8
SVC000009319,ACC0001112,2022-11-11,2022-11,chat,payment_inquiry,0,0,0,1,2,17,18
SVC000009320,ACC0001112,2022-11-14,2022-11,phone,payment_inquiry,0,0,0,0,15,17,18
SVC000009321,ACC0001112,2022-11-23,2022-11,phone,payment_inquiry,0,0,0,1,7,17,18
SVC000009322,ACC0001112,2022-12-15,2022-12,app,credit_limit_request,0,0,0,1,6,18,14
SVC000009323,ACC0001112,2022-12-27,2022-12,phone,credit_limit_request,0,0,0,1,41,18,14
SVC000009324,ACC0001112,2022-12-23,2022-12,phone,general_inquiry,0,0,0,0,22,18,14
SVC000009325,ACC0001112,2023-06-13,2023-06,phone,hardship_request,1,0,0,1,25,24,19
SVC000009326,ACC0001112,2024-02-09,2024-02,chat,payment_inquiry,0,0,0,1,7,32,6
SVC000009327,ACC0001112,2024-02-28,2024-02,ivr,balance_inquiry,0,0,0,1,9,32,6
SVC000009328,ACC0001112,2024-02-22,2024-02,ivr,credit_limit_request,0,0,0,1,7,32,6
SVC000009329,ACC0001112,2024-03-22,2024-03,phone,credit_limit_request,0,0,0,1,23,33,17
SVC000009330,ACC0001112,2024-06-04,2024-06,chat,balance_inquiry,0,0,0,1,4,36,6
SVC000009331,ACC0001114,2021-05-03,2021-05,phone,balance_inquiry,0,0,0,1,37,2,13
SVC000009332,ACC0001114,2021-05-14,2021-05,ivr,payment_inquiry,0,0,0,1,6,2,13
SVC000009333,ACC0001114,2021-05-28,2021-05,chat,credit_limit_request,0,0,0,1,9,2,13
SVC000009334,ACC0001114,2021-12-05,2021-12,app,general_inquiry,0,0,0,1,1,9,10
SVC000009335,ACC0001114,2021-12-21,2021-12,phone,general_inquiry,0,0,0,1,16,9,10
SVC000009336,ACC0001114,2022-01-19,2022-01,phone,payment_inquiry,0,0,0,1,12,10,12
SVC000009337,ACC0001114,2022-03-04,2022-03,phone,hardship_request,1,0,0,1,4,12,12
SVC000009338,ACC0001114,2022-04-25,2022-04,phone,payment_inquiry,0,0,0,1,14,13,5
SVC000009339,ACC0001114,2022-05-25,2022-05,phone,payment_inquiry,0,0,0,1,22,14,12
SVC000009340,ACC0001114,2022-05-16,2022-05,phone,payment_inquiry,0,0,0,0,23,14,12
SVC000009341,ACC0001114,2022-08-19,2022-08,ivr,balance_inquiry,0,0,0,1,9,17,6
SVC000009342,ACC0001114,2022-08-07,2022-08,chat,balance_inquiry,0,0,0,1,7,17,6
SVC000009343,ACC0001114,2022-08-15,2022-08,phone,general_inquiry,0,0,0,1,36,17,6
SVC000009344,ACC0001114,2022-09-25,2022-09,phone,rate_inquiry,0,0,0,1,2,18,17
SVC000009345,ACC0001115,2024-04-02,2024-04,phone,balance_inquiry,0,0,0,1,39,27,5
SVC000009346,ACC0001116,2021-05-17,2021-05,phone,payment_inquiry,0,0,0,1,42,3,5
SVC000009347,ACC0001116,2021-05-03,2021-05,phone,payment_plan_setup,0,1,0,1,2,3,5
SVC000009348,ACC0001116,2021-06-01,2021-06,chat,hardship_request,1,0,0,0,8,4,9
SVC000009349,ACC0001116,2021-06-07,2021-06,phone,balance_inquiry,0,0,0,1,31,4,9
SVC000009350,ACC0001116,2021-06-26,2021-06,phone,general_inquiry,0,0,0,1,23,4,9
SVC000009351,ACC0001116,2022-09-01,2022-09,chat,rate_inquiry,0,0,0,1,9,19,6
SVC000009352,ACC0001116,2022-09-26,2022-09,chat,balance_inquiry,0,0,0,1,5,19,6
SVC000009353,ACC0001116,2022-12-01,2022-12,chat,balance_inquiry,0,0,0,1,4,22,0
SVC000009354,ACC0001116,2022-12-22,2022-12,phone,balance_inquiry,0,0,0,1,27,22,0
SVC000009355,ACC0001116,2022-12-04,2022-12,phone,dispute_filed,0,0,1,0,42,22,0
SVC000009356,ACC0001116,2023-07-15,2023-07,branch,payment_inquiry,0,0,0,1,6,29,3
SVC000009357,ACC0001116,2023-07-04,2023-07,chat,payment_inquiry,0,0,0,1,3,29,3
SVC000009358,ACC0001116,2023-07-17,2023-07,chat,payment_inquiry,0,0,0,1,8,29,3
SVC000009359,ACC0001116,2023-08-25,2023-08,chat,payment_inquiry,0,0,0,1,1,30,4
SVC000009360,ACC0001116,2023-08-09,2023-08,app,dispute_filed,0,0,1,1,3,30,4
SVC000009361,ACC0001116,2024-01-12,2024-01,phone,dispute_filed,0,0,1,0,36,35,2
SVC000009362,ACC0001116,2024-01-20,2024-01,phone,dispute_filed,0,0,1,1,2,35,2
SVC000009363,ACC0001116,2024-01-15,2024-01,phone,payment_inquiry,0,0,0,0,44,35,2
SVC000009364,ACC0001116,2024-10-25,2024-10,app,general_inquiry,0,0,0,1,1,44,3
SVC000009365,ACC0001117,2024-02-15,2024-02,branch,dispute_filed,0,0,1,0,8,1,0
SVC000009366,ACC0001117,2024-02-14,2024-02,app,general_inquiry,0,0,0,1,7,1,0
SVC000009367,ACC0001117,2024-02-03,2024-02,phone,balance_inquiry,0,0,0,1,4,1,0
SVC000009368,ACC0001118,2024-11-01,2024-11,app,balance_inquiry,0,0,0,1,4,2,17
SVC000009369,ACC0001119,2024-01-02,2024-01,phone,payment_inquiry,0,0,0,1,5,1,13
SVC000009370,ACC0001119,2024-02-22,2024-02,phone,balance_inquiry,0,0,0,1,8,2,19
SVC000009371,ACC0001119,2024-02-21,2024-02,phone,credit_limit_request,0,0,0,0,23,2,19
SVC000009372,ACC0001119,2024-02-19,2024-02,phone,payment_inquiry,0,0,0,1,37,2,19
SVC000009373,ACC0001119,2024-10-08,2024-10,chat,general_inquiry,0,0,0,1,3,10,6
SVC000009374,ACC0001120,2024-04-23,2024-04,app,balance_inquiry,0,0,0,0,6,12,17
SVC000009375,ACC0001120,2024-04-09,2024-04,chat,rate_inquiry,0,0,0,1,5,12,17
SVC000009376,ACC0001121,2022-07-12,2022-07,app,payment_inquiry,0,0,0,1,4,2,1
SVC000009377,ACC0001121,2022-08-16,2022-08,phone,rate_inquiry,0,0,0,1,40,3,19
SVC000009378,ACC0001121,2022-08-10,2022-08,app,balance_inquiry,0,0,0,1,2,3,19
SVC000009379,ACC0001121,2022-08-24,2022-08,phone,rate_inquiry,0,0,0,0,7,3,19
SVC000009380,ACC0001121,2022-11-03,2022-11,phone,payment_inquiry,0,0,0,1,13,6,15
SVC000009381,ACC0001121,2022-11-12,2022-11,chat,general_inquiry,0,0,0,1,4,6,15
SVC000009382,ACC0001121,2023-04-27,2023-04,app,payment_inquiry,0,0,0,0,7,11,0
SVC000009383,ACC0001121,2023-05-05,2023-05,app,hardship_request,1,0,0,1,5,12,16
SVC000009384,ACC0001121,2023-05-14,2023-05,app,credit_limit_request,0,0,0,1,1,12,16
SVC000009385,ACC0001121,2023-05-06,2023-05,chat,payment_inquiry,0,0,0,1,1,12,16
SVC000009386,ACC0001121,2023-07-23,2023-07,app,payment_inquiry,0,0,0,1,7,14,11
SVC000009387,ACC0001121,2023-08-01,2023-08,phone,balance_inquiry,0,0,0,1,25,15,0
SVC000009388,ACC0001121,2023-08-12,2023-08,phone,payment_plan_setup,0,1,0,1,30,15,0
SVC000009389,ACC0001121,2023-09-10,2023-09,ivr,credit_limit_request,0,0,0,1,2,16,18
SVC000009390,ACC0001121,2024-01-10,2024-01,app,balance_inquiry,0,0,0,1,6,20,2
SVC000009391,ACC0001121,2024-01-06,2024-01,phone,rate_inquiry,0,0,0,0,11,20,2
SVC000009392,ACC0001121,2024-06-11,2024-06,chat,payment_inquiry,0,0,0,1,6,25,3
SVC000009393,ACC0001121,2024-07-07,2024-07,phone,rate_inquiry,0,0,0,0,26,26,16
SVC000009394,ACC0001121,2024-07-07,2024-07,ivr,payment_plan_setup,0,1,0,1,9,26,16
SVC000009395,ACC0001121,2024-07-24,2024-07,phone,balance_inquiry,0,0,0,1,14,26,16
SVC000009396,ACC0001121,2024-09-08,2024-09,chat,payment_inquiry,0,0,0,1,5,28,13
SVC000009397,ACC0001121,2024-09-09,2024-09,phone,payment_inquiry,0,0,0,1,33,28,13
SVC000009398,ACC0001121,2024-09-11,2024-09,chat,balance_inquiry,0,0,0,1,6,28,13
SVC000009399,ACC0001122,2021-10-16,2021-10,phone,balance_inquiry,0,0,0,1,6,7,3
SVC000009400,ACC0001122,2022-09-13,2022-09,phone,payment_inquiry,0,0,0,1,20,18,5
SVC000009401,ACC0001122,2022-09-17,2022-09,app,rate_inquiry,0,0,0,1,3,18,5
