application_id,account_id,application_date,app_channel,bureau_score_at_app,credit_line_requested,credit_line_approved,decision,decline_reason_code,bureau_utilization_at_app,bureau_inquiries_at_app,bureau_derogatory_count,bureau_oldest_tradeline_yrs
APP00001118,ACC0001118,2024-09-04,online,673,1482,1700.0,approved,,0.0489,5,2,19.0
APP00001119,ACC0001119,2023-12-28,online,631,3003,3200.0,approved,,0.4203,4,1,10.8
APP00001120,ACC0001120,2023-04-05,online,823,14764,11600.0,approved,,0.2226,4,0,12.5
APP00001121,ACC0001121,2022-05-02,direct_mail,648,1752,1500.0,approved,,0.3245,4,0,9.8
APP00001122,ACC0001122,2021-03-26,direct_mail,833,8255,6200.0,approved,,0.5533,5,0,7.1
APP00001123,ACC0001123,2022-06-04,in_store,711,7528,5200.0,approved,,0.0248,7,0,19.8
APP00001124,ACC0001124,2023-08-11,in_store,581,1317,1200.0,approved,,0.0826,6,2,3.8
APP00001125,ACC0001125,2021-12-22,in_store,690,7587,5100.0,approved,,0.6488,4,0,3.7
APP00001126,ACC0001126,2021-04-24,pre_approved,566,890,700.0,approved,,0.3198,7,0,9.3
APP00001127,ACC0001127,2023-01-20,pre_approved,663,1842,1500.0,approved,,0.3359,7,2,17.3
APP00001128,ACC0001128,2021-09-11,pre_approved,565,1511,1300.0,approved,,0.0018,0,0,11.7
APP00001129,ACC0001129,2024-01-02,pre_approved,703,3769,4600.0,approved,,0.2232,1,0,15.1
APP00001130,ACC0001130,2022-09-08,direct_mail,828,7863,6600.0,approved,,0.1579,3,0,9.2
APP00001131,ACC0001131,2022-01-21,in_store,726,7461,5800.0,approved,,0.3837,5,0,11.9
APP00001132,ACC0001132,2023-11-20,online,750,3743,3400.0,approved,,0.3624,2,0,10.3
APP00001133,ACC0001133,2021-08-28,online,571,1420,1500.0,approved,,0.2939,3,2,14.8
APP00001134,ACC0001134,2023-02-26,direct_mail,572,989,800.0,approved,,0.0864,3,2,1.9
APP00001135,ACC0001135,2022-01-11,in_store,647,2901,2000.0,approved,,0.4283,7,0,18.8
APP00001136,ACC0001136,2024-04-21,online,802,12453,10400.0,approved,,0.5499,2,0,18.5
APP00001137,ACC0001137,2021-04-11,online,753,3009,3300.0,approved,,0.4224,0,0,18.2
APP00001138,ACC0001138,2023-02-27,online,664,4944,3300.0,approved,,0.43,7,1,14.1
APP00001139,ACC0001139,2022-03-19,in_store,670,1898,1600.0,approved,,0.5905,2,2,14.5
APP00001140,ACC0001140,2022-12-04,in_store,640,3893,3100.0,approved,,0.0089,0,0,6.2
APP00001141,ACC0001141,2023-02-06,direct_mail,842,8381,9400.0,approved,,0.4478,6,0,16.7
APP00001142,ACC0001142,2024-08-11,pre_approved,734,3465,3000.0,approved,,0.563,4,0,8.6
APP00001143,ACC0001143,2022-12-12,partner_refer,736,6914,4900.0,approved,,0.2245,3,0,6.8
APP00001144,ACC0001144,2023-04-16,online,673,4157,3300.0,approved,,0.2619,6,0,16.5
APP00001145,ACC0001145,2023-03-19,in_store,650,3142,3600.0,approved,,0.1068,5,0,4.0
APP00001146,ACC0001146,2023-08-20,online,581,1061,900.0,approved,,0.2645,0,2,2.0
APP00001147,ACC0001147,2022-06-12,online,846,9678,9000.0,approved,,0.4063,5,0,5.7
APP00001148,ACC0001148,2024-01-09,direct_mail,683,4165,5100.0,approved,,0.4966,6,0,16.5
APP00001149,ACC0001149,2023-09-29,direct_mail,718,4917,5700.0,approved,,0.5228,5,0,3.0
APP00001150,ACC0001150,2021-07-16,direct_mail,691,5776,5100.0,approved,,0.5673,7,0,8.5
APP00001151,ACC0001151,2023-11-06,online,686,8504,6800.0,approved,,0.3726,3,0,19.0
APP00001152,ACC0001152,2022-12-26,direct_mail,736,2812,2500.0,approved,,0.4392,0,0,19.3
APP00001153,ACC0001153,2021-12-16,in_store,794,11802,9300.0,approved,,0.4475,4,0,2.1
APP00001154,ACC0001154,2022-07-24,online,822,7139,5800.0,approved,,0.1997,0,0,5.1
APP00001155,ACC0001155,2022-10-09,in_store,790,9400,9400.0,approved,,0.0248,6,0,11.1
APP00001156,ACC0001156,2021-02-20,in_store,644,5279,3700.0,approved,,0.1697,4,1,2.6
APP00001157,ACC0001157,2022-12-19,online,685,5273,5800.0,approved,,0.5111,5,0,7.3
APP00001158,ACC0001158,2021-08-13,online,638,1875,2200.0,approved,,0.2323,5,0,15.6
APP00001159,ACC0001159,2022-07-01,pre_approved,759,6544,4500.0,approved,,0.5159,5,0,9.3
APP00001160,ACC0001160,2023-08-27,online,808,5652,7000.0,approved,,0.0867,7,0,11.1
APP00001161,ACC0001161,2021-06-26,pre_approved,824,12116,12900.0,approved,,0.5594,7,0,9.3
APP00001162,ACC0001162,2023-06-15,in_store,584,1828,1400.0,approved,,0.5808,2,2,9.8
APP00001163,ACC0001163,2024-04-22,online,666,1873,1400.0,approved,,0.2424,3,1,15.3
APP00001164,ACC0001164,2024-01-11,online,823,14513,14700.0,approved,,0.2806,3,0,3.6
APP00001165,ACC0001165,2024-07-22,in_store,693,2562,2800.0,approved,,0.0009,2,0,14.1
APP00001166,ACC0001166,2023-01-27,in_store,719,9868,7500.0,approved,,0.5316,0,0,14.7
APP00001167,ACC0001167,2024-06-28,in_store,679,2569,2600.0,approved,,0.6463,4,2,3.8
APP00001168,ACC0001168,2021-05-21,in_store,627,3225,3700.0,approved,,0.0996,6,2,7.5
APP00001169,ACC0001169,2021-05-08,direct_mail,607,486,400.0,approved,,0.3447,0,1,15.9
APP00001170,ACC0001170,2021-09-18,online,656,1460,1700.0,approved,,0.3716,6,2,17.3
APP00001171,ACC0001171,2023-08-17,in_store,715,9351,6300.0,approved,,0.3835,4,0,18.9
APP00001172,ACC0001172,2023-02-07,online,560,426,400.0,approved,,0.5497,1,1,5.3
APP00001173,ACC0001173,2021-04-08,online,725,5928,4200.0,approved,,0.1189,7,0,16.7
APP00001174,ACC0001174,2022-02-26,online,802,8450,6800.0,approved,,0.6376,4,0,3.7
APP00001175,ACC0001175,2021-10-27,online,541,1738,1300.0,approved,,0.1072,6,2,4.3
APP00001176,ACC0001176,2024-08-13,in_store,751,4347,3400.0,approved,,0.5951,3,0,6.9
APP00001177,ACC0001177,2021-02-14,online,584,1444,1100.0,approved,,0.5757,5,1,8.3
APP00001178,ACC0001178,2023-02-04,in_store,662,1411,1200.0,approved,,0.2558,4,0,15.5
APP00001179,ACC0001179,2023-01-06,in_store,630,2066,2400.0,approved,,0.6297,2,2,19.6
APP00001180,ACC0001180,2021-07-04,in_store,678,4634,3500.0,approved,,0.0972,7,0,18.2
APP00001181,ACC0001181,2021-12-27,pre_approved,648,2169,2300.0,approved,,0.6174,6,2,3.9
APP00001182,ACC0001182,2024-01-02,online,631,3194,2800.0,approved,,0.0383,3,1,3.1
APP00001183,ACC0001183,2022-09-20,pre_approved,692,4440,3400.0,approved,,0.3021,4,0,8.9
APP00001184,ACC0001184,2023-02-07,direct_mail,836,6709,5300.0,approved,,0.2069,4,0,14.0
APP00001185,ACC0001185,2024-08-07,online,717,7894,5400.0,approved,,0.1758,7,0,15.4
APP00001186,ACC0001186,2024-06-26,pre_approved,720,7893,6600.0,approved,,0.1307,0,0,12.3
APP00001187,ACC0001187,2024-01-23,in_store,734,7348,5000.0,approved,,0.0819,1,0,10.7
APP00001188,ACC0001188,2022-10-09,in_store,720,10187,7500.0,approved,,0.1244,1,0,9.9
APP00001189,ACC0001189,2021-10-17,online,718,2521,3000.0,approved,,0.415,3,0,4.1
APP00001190,ACC0001190,2022-02-01,direct_mail,796,17311,14000.0,approved,,0.6325,2,0,16.8
APP00001191,ACC0001191,2023-04-24,in_store,708,3532,3100.0,approved,,0.014,6,0,13.6
APP00001192,ACC0001192,2024-05-23,in_store,676,1237,1500.0,approved,,0.2328,6,0,1.9
APP00001193,ACC0001193,2023-04-09,online,612,1133,1400.0,approved,,0.5192,4,2,18.3
APP00001194,ACC0001194,2022-12-11,in_store,740,6521,5400.0,approved,,0.1726,0,0,16.9
APP00001195,ACC0001195,2023-03-19,in_store,668,1788,1500.0,approved,,0.4848,3,0,11.3
APP00001196,ACC0001196,2021-12-09,partner_refer,669,3539,2400.0,approved,,0.2276,3,2,3.8
APP00001197,ACC0001197,2021-01-17,online,737,6820,6100.0,approved,,0.0944,6,0,16.1
APP00001198,ACC0001198,2023-11-24,pre_approved,630,2577,2000.0,approved,,0.0917,5,1,19.9
APP00001199,ACC0001199,2023-12-30,online,755,9694,6900.0,approved,,0.0616,0,0,8.3
APP00001200,ACC0001200,2022-09-01,online,702,2487,2500.0,approved,,0.0109,0,0,14.2
APP00001201,ACC0001201,2024-03-15,in_store,816,5913,5200.0,approved,,0.1871,4,0,4.8
APP00001202,ACC0001202,2021-02-26,online,674,2922,2700.0,approved,,0.5383,3,2,9.5
APP00001203,ACC0001203,2022-03-18,in_store,841,14343,10500.0,approved,,0.6387,6,0,11.8
APP00001204,ACC0001204,2024-06-14,partner_refer,684,3717,3700.0,approved,,0.5725,1,0,6.6
APP00001205,ACC0001205,2024-04-14,partner_refer,789,5237,5700.0,approved,,0.2118,5,0,19.9
APP00001206,ACC0001206,2021-01-25,in_store,717,3092,3800.0,approved,,0.1618,0,0,6.3
APP00001207,ACC0001207,2021-06-24,online,650,3137,3700.0,approved,,0.2655,5,1,16.0
APP00001208,ACC0001208,2023-09-28,partner_refer,654,3533,2600.0,approved,,0.5366,0,0,7.9
APP00001209,ACC0001209,2023-09-25,in_store,647,5127,3600.0,approved,,0.275,5,2,8.1
APP00001210,ACC0001210,2021-04-04,online,651,4643,4000.0,approved,,0.3173,1,0,14.0
APP00001211,ACC0001211,2023-08-06,online,841,9643,7400.0,approved,,0.0602,3,0,2.8
APP00001212,ACC0001212,2023-05-10,in_store,661,2547,2500.0,approved,,0.5648,7,0,10.9
APP00001213,ACC0001213,2023-06-23,online,739,10639,7200.0,approved,,0.5591,5,0,6.3
APP00001214,ACC0001214,2022-06-13,partner_refer,655,2088,1400.0,approved,,0.4229,0,2,2.3
APP00001215,ACC0001215,2022-08-15,in_store,578,962,1200.0,approved,,0.3274,5,2,9.3
APP00001216,ACC0001216,2021-08-15,in_store,806,7615,5800.0,approved,,0.3797,7,0,2.2
APP00001217,ACC0001217,2023-09-28,in_store,574,1652,1200.0,approved,,0.5105,4,2,9.0
APP00001218,ACC0001218,2023-11-30,online,677,3500,2600.0,approved,,0.0279,2,2,7.6
APP00001219,ACC0001219,2024-02-28,direct_mail,565,596,400.0,approved,,0.1755,7,0,6.5
APP00001220,ACC0001220,2024-02-04,direct_mail,650,1939,1500.0,approved,,0.6164,4,2,8.3
APP00001221,ACC0001221,2023-11-08,online,597,365,400.0,approved,,0.0553,2,0,18.9
APP00001222,ACC0001222,2023-01-20,in_store,622,3033,2100.0,approved,,0.0671,7,2,13.5
APP00001223,ACC0001223,2021-08-04,online,646,1852,2000.0,approved,,0.1232,2,2,17.6
APP00001224,ACC0001224,2022-11-29,in_store,666,2702,3200.0,approved,,0.0324,4,0,14.2
APP00001225,ACC0001225,2023-03-27,online,681,9672,7000.0,approved,,0.6083,4,0,8.1
APP00001226,ACC0001226,2023-11-03,online,569,1976,1400.0,approved,,0.154,5,0,2.5
APP00001227,ACC0001227,2021-11-07,in_store,662,4790,3200.0,approved,,0.4087,2,1,10.7
APP00001228,ACC0001228,2023-01-03,in_store,773,21589,14600.0,approved,,0.3567,0,0,12.1
APP00001229,ACC0001229,2022-02-22,online,760,9830,7900.0,approved,,0.5175,7,0,9.1
APP00001230,ACC0001230,2022-05-01,online,634,2193,1700.0,approved,,0.0373,6,2,3.2
APP00001231,ACC0001231,2021-07-09,direct_mail,655,2442,2700.0,approved,,0.1495,0,2,14.1
APP00001232,ACC0001232,2024-05-20,direct_mail,704,6374,6500.0,approved,,0.4667,4,0,8.1
APP00001233,ACC0001233,2021-01-08,pre_approved,827,13229,10800.0,approved,,0.2335,2,0,15.1
APP00001234,ACC0001234,2022-02-11,in_store,654,2486,1900.0,approved,,0.5601,7,0,7.0
APP00001235,ACC0001235,2024-04-17,online,705,3913,3300.0,approved,,0.5451,6,0,11.4
APP00001236,ACC0001236,2023-07-27,partner_refer,842,14200,9600.0,approved,,0.2122,0,0,3.0
APP00001237,ACC0001237,2021-01-28,partner_refer,570,1392,1200.0,approved,,0.0887,2,1,6.0
APP00001238,ACC0001238,2024-05-16,direct_mail,815,16185,11500.0,approved,,0.1978,4,0,11.8
APP00001239,ACC0001239,2021-07-24,direct_mail,592,1578,1100.0,approved,,0.1591,1,2,17.8
APP00001240,ACC0001240,2022-07-31,direct_mail,605,1088,1200.0,approved,,0.0449,3,0,5.0
APP00001241,ACC0001241,2023-07-02,online,696,10414,7300.0,approved,,0.5617,5,0,2.6
APP00001242,ACC0001242,2023-06-22,partner_refer,630,2820,2100.0,approved,,0.5681,6,2,16.0
APP00001243,ACC0001243,2024-06-18,in_store,768,13257,14100.0,approved,,0.3297,7,0,10.6
APP00001244,ACC0001244,2021-06-03,pre_approved,845,13757,10000.0,approved,,0.2071,7,0,2.6
APP00001245,ACC0001245,2024-02-10,online,819,11714,11500.0,approved,,0.2819,6,0,5.6
APP00001246,ACC0001246,2024-04-05,online,840,14814,11400.0,approved,,0.1707,6,0,6.4
APP00001247,ACC0001247,2022-01-19,online,831,16335,11200.0,approved,,0.2617,0,0,16.1
APP00001248,ACC0001248,2023-11-15,in_store,829,11203,7900.0,approved,,0.1204,4,0,17.1
APP00001249,ACC0001249,2024-09-26,direct_mail,652,1358,1600.0,approved,,0.4844,6,1,14.5
APP00001250,ACC0001250,2024-09-27,in_store,681,3469,4300.0,approved,,0.3369,4,0,5.4
APP00001251,ACC0001251,2023-11-22,in_store,803,5183,5900.0,approved,,0.3937,2,0,13.5
APP00001252,ACC0001252,2022-09-23,in_store,801,11060,12900.0,approved,,0.5328,6,0,3.7
APP00001253,ACC0001253,2024-03-24,in_store,832,12461,9100.0,approved,,0.2326,2,0,13.1
APP00001254,ACC0001254,2023-03-18,direct_mail,777,11772,12500.0,approved,,0.5641,0,0,14.2
APP00001255,ACC0001255,2023-03-21,in_store,678,1439,1400.0,approved,,0.3032,7,0,7.5
APP00001256,ACC0001256,2022-02-14,partner_refer,689,8395,6800.0,approved,,0.4396,3,0,7.1
APP00001257,ACC0001257,2023-01-15,in_store,598,527,400.0,approved,,0.0771,1,1,11.6
APP00001258,ACC0001258,2023-10-02,pre_approved,713,6187,4600.0,approved,,0.0024,1,0,15.1
APP00001259,ACC0001259,2024-02-25,partner_refer,678,3318,3000.0,approved,,0.0068,2,0,13.4
APP00001260,ACC0001260,2022-03-11,direct_mail,781,14078,11400.0,approved,,0.0812,3,0,19.0
APP00001261,ACC0001261,2021-06-06,online,650,2049,2500.0,approved,,0.2416,7,1,2.1
APP00001262,ACC0001262,2021-07-13,direct_mail,687,4823,6000.0,approved,,0.6055,0,0,18.1
APP00001263,ACC0001263,2024-09-17,online,682,5487,4600.0,approved,,0.1131,7,0,13.9
APP00001264,ACC0001264,2023-08-24,direct_mail,721,4833,3900.0,approved,,0.2334,1,0,4.7
APP00001265,ACC0001265,2022-01-24,online,618,726,900.0,approved,,0.6463,4,0,18.9
APP00001266,ACC0001266,2022-04-18,in_store,577,1092,1100.0,approved,,0.2789,1,0,1.5
APP00001267,ACC0001267,2023-09-20,online,635,3026,2600.0,approved,,0.172,3,2,9.7
APP00001268,ACC0001268,2021-11-29,direct_mail,662,4088,4000.0,approved,,0.5714,3,2,19.2
APP00001269,ACC0001269,2023-02-12,online,687,4782,3300.0,approved,,0.5622,7,0,14.4
APP00001270,ACC0001270,2024-06-16,in_store,658,3877,2700.0,approved,,0.1289,5,0,10.6
APP00001271,ACC0001271,2021-08-11,online,586,1233,1300.0,approved,,0.5788,2,2,8.3
APP00001272,ACC0001272,2022-02-26,online,670,2080,1600.0,approved,,0.6291,7,0,19.6
APP00001273,ACC0001273,2023-07-22,in_store,813,6860,5800.0,approved,,0.0677,5,0,17.0
APP00001274,ACC0001274,2024-09-06,pre_approved,734,5218,6200.0,approved,,0.3292,2,0,3.4
APP00001275,ACC0001275,2022-08-06,online,685,4768,5000.0,approved,,0.2444,3,0,17.0
APP00001276,ACC0001276,2021-11-19,online,753,9387,6800.0,approved,,0.0175,2,0,18.5
APP00001277,ACC0001277,2022-07-07,online,763,6330,7000.0,approved,,0.4096,3,0,11.8
APP00001278,ACC0001278,2021-09-07,in_store,632,1933,1600.0,approved,,0.2439,5,2,1.0
APP00001279,ACC0001279,2022-04-10,direct_mail,647,3243,2900.0,approved,,0.1797,1,0,3.8
APP00001280,ACC0001280,2023-08-17,in_store,843,8606,8700.0,approved,,0.0009,5,0,11.4
APP00001281,ACC0001281,2023-09-11,partner_refer,751,4426,3600.0,approved,,0.3475,1,0,20.0
APP00001282,ACC0001282,2022-02-20,online,626,2842,2300.0,approved,,0.3802,1,2,17.7
APP00001283,ACC0001283,2023-01-26,direct_mail,744,3397,4100.0,approved,,0.6149,4,0,4.9
APP00001284,ACC0001284,2022-09-04,direct_mail,637,2246,2700.0,approved,,0.0752,4,2,18.2
APP00001285,ACC0001285,2023-10-29,pre_approved,658,3773,3800.0,approved,,0.0134,7,1,9.9
APP00001286,ACC0001286,2023-05-04,in_store,591,1262,1100.0,approved,,0.2872,7,2,9.0
APP00001287,ACC0001287,2021-09-02,online,803,9490,7000.0,approved,,0.4747,6,0,15.0
APP00001288,ACC0001288,2022-03-23,in_store,784,16017,11200.0,approved,,0.317,7,0,10.2
APP00001289,ACC0001289,2024-03-14,in_store,756,2534,2800.0,approved,,0.6047,2,0,1.9
APP00001290,ACC0001290,2021-10-30,online,640,4763,3900.0,approved,,0.4816,6,1,19.5
APP00001291,ACC0001291,2021-02-23,in_store,577,956,800.0,approved,,0.3545,5,1,1.5
APP00001292,ACC0001292,2021-09-21,online,822,20330,14200.0,approved,,0.3765,2,0,1.1
APP00001293,ACC0001293,2024-03-02,in_store,779,6119,7000.0,approved,,0.5494,6,0,17.1
APP00001294,ACC0001294,2023-06-28,partner_refer,734,3545,3100.0,approved,,0.4963,6,0,5.7
APP00001295,ACC0001295,2021-05-28,online,573,388,400.0,approved,,0.1873,0,1,7.2
APP00001296,ACC0001296,2024-01-31,online,703,7759,5900.0,approved,,0.605,7,0,19.2
APP00001297,ACC0001297,2023-03-05,direct_mail,753,4564,4700.0,approved,,0.0038,5,0,13.5
APP00001298,ACC0001298,2022-06-21,online,755,5656,4200.0,approved,,0.2849,0,0,1.9
APP00001299,ACC0001299,2022-02-24,direct_mail,672,2863,2300.0,approved,,0.3535,0,0,7.0
APP00001300,ACC0001300,2021-07-14,in_store,785,16783,11800.0,approved,,0.0153,4,0,18.7
APP00001301,ACC0001301,2023-12-17,online,736,3499,2900.0,approved,,0.3133,1,0,7.0
APP00001302,ACC0001302,2022-04-11,online,640,3054,3300.0,approved,,0.1186,0,2,7.3
APP00001303,ACC0001303,2022-01-27,online,738,3602,2600.0,approved,,0.1824,1,0,10.4
APP00001304,ACC0001304,2021-01-08,online,830,17381,12300.0,approved,,0.278,3,0,2.0
APP00001305,ACC0001305,2024-03-16,online,717,8027,6500.0,approved,,0.1557,1,0,14.3
APP00001306,ACC0001306,2021-08-19,online,713,4692,4500.0,approved,,0.5208,5,0,6.5
APP00001307,ACC0001307,2024-09-01,in_store,718,5115,4900.0,approved,,0.3693,3,0,7.2
APP00001308,ACC0001308,2021-12-20,direct_mail,750,3706,4400.0,approved,,0.011,6,0,6.1
APP00001309,ACC0001309,2022-08-10,online,628,3011,2500.0,approved,,0.5989,7,2,13.6
APP00001310,ACC0001310,2022-09-26,in_store,802,17622,12900.0,approved,,0.0631,5,0,5.8
APP00001311,ACC0001311,2023-02-16,online,634,2846,2300.0,approved,,0.6215,3,0,11.4
APP00001312,ACC0001312,2021-03-21,online,573,1346,1000.0,approved,,0.093,4,1,5.0
APP00001313,ACC0001313,2023-10-20,direct_mail,631,3220,2600.0,approved,,0.6259,3,0,12.8
APP00001314,ACC0001314,2023-08-31,online,741,5546,4200.0,approved,,0.306,5,0,12.8
APP00001315,ACC0001315,2022-07-16,direct_mail,744,7837,6400.0,approved,,0.364,5,0,8.6
APP00001316,ACC0001316,2023-05-25,direct_mail,689,5143,4200.0,approved,,0.0461,6,0,18.6
APP00001317,ACC0001317,2023-07-24,online,698,7439,6300.0,approved,,0.0167,1,0,5.8
APP00001318,ACC0001318,2021-10-14,pre_approved,690,7100,5400.0,approved,,0.3651,5,0,14.8
APP00001319,ACC0001319,2023-01-26,pre_approved,709,3318,3900.0,approved,,0.5063,5,0,10.7
APP00001320,ACC0001320,2022-06-26,in_store,813,15097,11200.0,approved,,0.1702,2,0,3.0
APP00001321,ACC0001321,2022-12-27,pre_approved,672,2505,1700.0,approved,,0.1581,7,2,3.1
APP00001322,ACC0001322,2021-10-18,online,745,7376,7100.0,approved,,0.3692,3,0,13.3
APP00001323,ACC0001323,2021-03-31,in_store,652,2970,2200.0,approved,,0.4217,0,0,2.7
APP00001324,ACC0001324,2022-10-22,in_store,749,6063,5000.0,approved,,0.5318,3,0,7.6
APP00001325,ACC0001325,2022-01-09,online,753,5824,5900.0,approved,,0.3964,1,0,11.8
APP00001326,ACC0001326,2023-01-22,direct_mail,599,827,600.0,approved,,0.0053,2,1,9.8
APP00001327,ACC0001327,2021-01-07,direct_mail,662,3201,2900.0,approved,,0.3245,6,1,17.5
APP00001328,ACC0001328,2022-08-13,online,685,6927,4900.0,approved,,0.2622,6,0,9.0
APP00001329,ACC0001329,2022-02-27,direct_mail,702,6750,5300.0,approved,,0.2378,7,0,15.4
APP00001330,ACC0001330,2022-06-29,online,697,4872,5400.0,approved,,0.1208,4,0,15.5
APP00001331,ACC0001331,2023-10-24,online,757,5687,6100.0,approved,,0.4644,1,0,11.2
APP00001332,ACC0001332,2024-01-23,in_store,716,4624,5000.0,approved,,0.4968,6,0,6.8
APP00001333,ACC0001333,2022-03-09,in_store,681,6187,5000.0,approved,,0.2264,7,0,3.6
APP00001334,ACC0001334,2023-07-20,in_store,575,1061,900.0,approved,,0.1257,1,2,4.0
APP00001335,ACC0001335,2021-10-13,online,836,6955,6600.0,approved,,0.2525,3,0,8.6
APP00001336,ACC0001336,2023-09-27,in_store,802,12375,14700.0,approved,,0.0729,1,0,17.8
APP00001337,ACC0001337,2022-07-11,pre_approved,801,11739,9400.0,approved,,0.577,5,0,2.8
APP00001338,ACC0001338,2022-11-27,in_store,726,9626,6800.0,approved,,0.5266,0,0,12.7
APP00001339,ACC0001339,2021-10-31,online,682,2534,2600.0,approved,,0.3986,3,0,10.5
APP00001340,ACC0001340,2023-01-27,in_store,634,4177,3700.0,approved,,0.0869,2,2,4.4
APP00001341,ACC0001341,2022-05-30,online,803,15738,11600.0,approved,,0.3824,5,0,12.2
APP00001342,ACC0001342,2021-09-03,in_store,824,10820,13400.0,approved,,0.3443,6,0,12.7
APP00001343,ACC0001343,2021-09-11,direct_mail,742,6548,7000.0,approved,,0.2663,6,0,19.6
APP00001344,ACC0001344,2023-10-12,direct_mail,587,918,1000.0,approved,,0.2625,0,1,20.0
APP00001345,ACC0001345,2022-07-06,in_store,673,1435,1200.0,approved,,0.5564,6,0,3.8
APP00001346,ACC0001346,2022-08-25,in_store,681,6053,6900.0,approved,,0.4653,1,0,11.6
APP00001347,ACC0001347,2022-06-25,in_store,573,501,600.0,approved,,0.5919,3,0,19.0
APP00001348,ACC0001348,2021-07-07,direct_mail,732,5209,4600.0,approved,,0.0922,2,0,11.3
APP00001349,ACC0001349,2021-04-12,in_store,642,2813,3200.0,approved,,0.1541,2,0,2.3
APP00001350,ACC0001350,2022-12-13,partner_refer,690,6398,7200.0,approved,,0.3303,0,0,14.3
APP00001351,ACC0001351,2024-01-12,direct_mail,653,2115,1800.0,approved,,0.2682,6,1,5.8
APP00001352,ACC0001352,2023-11-29,in_store,720,7520,7200.0,approved,,0.3934,0,0,13.7
APP00001353,ACC0001353,2022-06-30,direct_mail,727,5831,4000.0,approved,,0.597,4,0,4.9
APP00001354,ACC0001354,2022-08-17,pre_approved,634,2740,2000.0,approved,,0.046,1,2,13.9
APP00001355,ACC0001355,2023-08-29,online,699,7003,5400.0,approved,,0.631,1,0,8.8
APP00001356,ACC0001356,2023-07-22,partner_refer,581,1354,1000.0,approved,,0.5801,0,2,11.6
APP00001357,ACC0001357,2024-06-22,in_store,814,9296,6500.0,approved,,0.5367,4,0,20.0
APP00001358,ACC0001358,2024-03-23,partner_refer,587,991,1100.0,approved,,0.4323,1,1,19.2
APP00001359,ACC0001359,2022-06-24,direct_mail,595,1903,1300.0,approved,,0.5664,1,2,10.6
APP00001360,ACC0001360,2022-10-10,direct_mail,759,3564,3900.0,approved,,0.577,5,0,4.5
APP00001361,ACC0001361,2022-10-21,in_store,715,3859,3500.0,approved,,0.333,7,0,16.2
APP00001362,ACC0001362,2023-09-05,online,729,9001,6900.0,approved,,0.0347,2,0,2.7
APP00001363,ACC0001363,2021-09-04,in_store,603,1840,1400.0,approved,,0.5509,1,0,12.2
APP00001364,ACC0001364,2022-04-12,pre_approved,850,8990,10700.0,approved,,0.2507,0,0,7.7
APP00001365,ACC0001365,2021-10-24,direct_mail,610,1053,800.0,approved,,0.1303,2,1,5.0
APP00001366,ACC0001366,2024-07-13,direct_mail,717,7268,7000.0,approved,,0.1451,1,0,9.8
APP00001367,ACC0001367,2021-06-13,online,642,3878,3200.0,approved,,0.3339,2,1,10.2
APP00001368,ACC0001368,2022-06-18,in_store,820,19324,14900.0,approved,,0.2561,7,0,7.0
APP00001369,ACC0001369,2023-06-25,online,725,8351,6900.0,approved,,0.5522,2,0,13.0
APP00001370,ACC0001370,2022-10-27,in_store,803,12703,11600.0,approved,,0.3307,1,0,9.1
APP00001371,ACC0001371,2024-03-29,direct_mail,722,7707,6300.0,approved,,0.5805,7,0,9.5
APP00001372,ACC0001372,2023-05-15,pre_approved,730,6668,4900.0,approved,,0.1704,4,0,6.3
APP00001373,ACC0001373,2024-09-08,in_store,750,4963,6100.0,approved,,0.0037,1,0,19.6
APP00001374,ACC0001374,2021-03-15,online,657,3029,2100.0,approved,,0.3639,6,1,7.7
APP00001375,ACC0001375,2023-01-30,in_store,754,5896,5200.0,approved,,0.5167,6,0,15.7
APP00001376,ACC0001376,2023-06-18,online,744,6112,6500.0,approved,,0.6278,5,0,1.3
APP00001377,ACC0001377,2023-04-28,pre_approved,702,7322,6200.0,approved,,0.5339,7,0,5.2
APP00001378,ACC0001378,2021-11-21,online,634,5575,3800.0,approved,,0.5472,3,1,10.0
APP00001379,ACC0001379,2023-07-10,online,624,2593,2100.0,approved,,0.6348,5,2,13.8
APP00001380,ACC0001380,2023-02-22,in_store,685,5850,4900.0,approved,,0.3184,4,0,5.2
APP00001381,ACC0001381,2021-01-28,online,620,1737,2100.0,approved,,0.2355,5,2,14.3
APP00001382,ACC0001382,2024-01-14,online,654,3727,2900.0,approved,,0.1975,0,0,5.1
APP00001383,ACC0001383,2023-03-09,direct_mail,685,7956,7100.0,approved,,0.6251,5,0,8.6
APP00001384,ACC0001384,2023-11-19,online,806,9547,7100.0,approved,,0.0514,7,0,4.1
APP00001385,ACC0001385,2021-11-03,in_store,668,2922,3300.0,approved,,0.6065,3,2,14.0
APP00001386,ACC0001386,2021-10-01,direct_mail,699,3702,4000.0,approved,,0.3029,1,0,14.7
APP00001387,ACC0001387,2024-06-13,direct_mail,566,558,500.0,approved,,0.1083,4,1,13.1
APP00001388,ACC0001388,2023-08-23,in_store,748,5002,3800.0,approved,,0.5992,7,0,11.3
APP00001389,ACC0001389,2024-06-10,in_store,565,623,600.0,approved,,0.2617,2,1,19.0
APP00001390,ACC0001390,2023-04-23,pre_approved,775,14388,10700.0,approved,,0.1644,3,0,7.9
